CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
872,Female,9,132789,82,Healthcare,7,5
986,Male,84,112120,24,Entertainment,9,3
1709,Male,6,166560,84,Entertainment,0,1
1804,Female,12,83833,45,Artist,9,4
1401,Female,96,132471,4,Healthcare,7,3
320,Female,5,84200,33,Artist,7,6
646,Male,1,42833,55,Marketing,1,1
448,Female,23,131190,20,Entertainment,1,6
927,Female,19,94483,55,Artist,0,3
1063,Male,22,58872,55,Healthcare,1,6
1706,Female,5,171875,49,Executive,0,7
1658,Female,52,120215,97,Artist,8,4
60,Male,86,101522,52,Executive,8,2
213,Female,32,148942,39,Artist,1,1
104,Female,72,76203,22,,1,4
1027,Male,65,104152,49,Lawyer,10,6
1784,Female,90,20832,39,Healthcare,5,3
220,Female,34,172016,39,Healthcare,8,3
1865,Female,41,51751,60,Artist,1,2
1326,Female,32,141587,39,Healthcare,9,5
1861,Male,19,164728,54,Healthcare,6,7
1894,Male,34,62890,1,Lawyer,3,4
208,Female,88,39326,39,Artist,0,2
947,Female,86,137422,39,Entertainment,0,1
780,Female,87,116427,33,Lawyer,4,2
908,Female,34,115295,73,Homemaker,0,4
839,Female,65,130676,31,Healthcare,5,6
196,Female,81,119273,55,Artist,1,1
44,Female,14,105325,20,Artist,1,6
1731,Female,32,136255,37,Homemaker,3,4
164,Female,30,105863,83,Artist,7,4
993,Female,81,-407,74,Engineer,5,1
890,Female,31,56290,39,Entertainment,1,6
782,Female,84,120701,39,Lawyer,0,6
569,Male,15,132885,93,Marketing,4,5
678,Female,8,64387,79,Engineer,1,6
874,Female,66,58893,96,Entertainment,0,1
1977,Male,41,93114,17,Engineer,5,1
1607,Female,15,118085,64,Healthcare,9,5
1138,Male,40,70931,71,Engineer,0,4
109,Female,44,140037,39,Artist,0,3
1972,Female,56,114984,38,Engineer,8,4
1818,Male,74,52542,92,Healthcare,10,3
1241,Female,1,60797,56,Entertainment,1,1
1860,Female,14,97453,39,Artist,0,2
934,Female,74,167010,57,Healthcare,0,7
1442,Female,96,157212,50,Artist,1,4
1363,Female,22,154960,7,Homemaker,1,6
694,Female,78,136248,84,Healthcare,1,2
692,Female,41,101180,10,Artist,1,6
1956,Female,95,49732,36,Healthcare,9,5
941,Female,63,174195,10,Healthcare,1,1
1072,Male,7,88141,10,Lawyer,6,1
139,Female,58,122590,62,Artist,6,1
