CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
468,Female,43,136800,51,Entertainment,8,1
982,Female,64,35994,7,Executive,1,3
577,Male,86,132322,55,Marketing,9,5
1857,Female,89,114102,40,Healthcare,0,2
1430,Male,36,118267,59,Engineer,8,4
1565,Female,92,137186,49,Engineer,0,4
813,Female,0,157820,39,Artist,0,5
383,Female,81,113248,36,Executive,1,1
329,Female,73,66512,23,Artist,3,2
802,Female,93,85195,76,Doctor,0,4
1829,Female,62,71796,55,Healthcare,8,2
1146,Male,52,79251,24,Marketing,5,4
1115,Male,5,121699,17,Engineer,0,7
475,Male,97,88405,5,Artist,0,1
389,Female,19,167225,47,Engineer,1,7
1422,Female,69,53235,39,Artist,0,1
341,Female,19,56214,16,Artist,6,1
1554,Male,20,34096,38,Doctor,0,7
923,Female,29,143771,39,Artist,0,1
1239,Female,48,70274,34,Healthcare,3,1
420,Female,72,113963,18,Artist,5,7
1860,Male,35,116443,50,Healthcare,1,2
1854,Female,42,161670,10,Healthcare,1,7
1488,Male,36,136033,92,,0,2
393,Male,57,170912,91,Entertainment,10,7
151,Female,19,85383,53,Entertainment,0,3
345,Male,19,161021,52,Artist,1,3
598,Female,34,138557,87,Engineer,0,3
1476,Female,59,111763,8,Entertainment,0,6
320,Female,20,91999,44,Executive,10,4
422,Male,6,98616,4,Marketing,0,1
1673,Male,19,114730,47,Executive,6,3
1508,Male,42,145924,65,Artist,4,4
625,Female,19,45509,100,Marketing,1,2
1352,Female,80,88586,39,Artist,0,1
780,Female,43,67199,96,Healthcare,6,4
875,Female,19,61280,54,Artist,0,3
1908,Female,83,80288,11,Entertainment,5,4
540,Male,39,175617,46,Lawyer,10,4
369,Male,5,80449,20,Artist,2,2
1480,Female,95,76338,23,Artist,1,3
579,Female,63,68122,95,Healthcare,7,7
1770,Male,34,70516,97,Artist,6,5
767,Female,25,169240,21,Lawyer,10,1
690,Female,69,65227,46,Entertainment,7,5
1794,Female,4,157147,45,Healthcare,9,4
837,Male,99,168662,87,Healthcare,5,7
935,Female,60,118697,32,Artist,10,6
1728,Female,46,95353,21,Entertainment,1,1
116,Female,91,175810,34,Artist,9,7
767,Female,19,162186,14,Marketing,6,3
1343,Female,76,88036,17,Artist,0,4
1316,Female,59,183559,66,Artist,9,1
230,Female,42,57508,30,Healthcare,9,2
1899,Female,83,39931,85,Artist,0,3
1074,Female,79,146532,39,Lawyer,8,1
1667,Female,13,58428,3,Healthcare,9,2
1686,Female,9,175668,5,Executive,0,4
175,Female,1,77823,98,Healthcare,1,2
1321,Female,42,121909,20,Healthcare,5,2
837,Female,58,106126,39,Artist,1,6
1626,Male,25,164664,57,Artist,5,4
38,Female,88,145805,49,Artist,8,2
1185,Female,86,157927,10,Artist,1,4
655,Male,69,67377,52,Healthcare,0,6
1385,Male,63,146272,81,Doctor,6,3
1175,Female,18,134194,11,Artist,8,7
847,Male,11,90634,13,Doctor,9,3
1891,Female,68,10597,51,Artist,1,7
159,Female,90,161046,36,Lawyer,1,4
638,Female,69,157295,95,Lawyer,5,7
862,Female,29,150635,23,Artist,1,3
1831,Male,8,63927,100,Doctor,5,3
974,Female,81,107973,80,Artist,4,6
993,Male,35,178798,69,Marketing,9,6
912,Female,32,109324,39,Artist,1,1
1353,Female,19,147870,55,Doctor,6,7
1409,Female,58,154869,39,Artist,1,1
1665,Male,96,63210,63,Artist,3,2
352,Male,12,75650,40,Marketing,1,4
1665,Female,66,116632,43,Healthcare,0,7
1842,Female,19,127393,7,Entertainment,0,2
1112,Female,28,43010,52,Healthcare,1,6
1438,Female,70,103040,39,Artist,3,7
1143,Female,15,164815,67,Engineer,1,1
54,Male,46,127632,21,Marketing,1,3
1550,Female,80,155850,24,Homemaker,1,1
1782,Female,19,161857,52,Artist,0,3
233,Female,22,190482,83,Artist,4,4
1842,Female,19,116641,44,Executive,9,6
1481,Female,77,149082,67,Marketing,6,1
1145,Female,17,126461,46,Engineer,0,2
1994,Male,15,173183,62,Artist,10,7
1016,Female,77,53713,39,Artist,1,6
400,Male,60,107017,5,Artist,1,1
1615,Male,19,47161,51,Entertainment,8,2
30,Female,85,119699,34,Engineer,0,6
1856,Female,53,96598,39,Artist,9,3
1368,Male,68,65818,17,Healthcare,10,2
1292,Female,13,147279,38,Marketing,1,2
417,Male,23,38546,37,Healthcare,1,1
676,Male,34,171300,91,Lawyer,4,4
818,Male,56,102690,41,Marketing,1,1
928,Male,70,174829,17,Lawyer,4,4
1938,Female,82,61122,88,Lawyer,5,4
1463,Female,19,125215,26,Artist,6,2
567,Male,25,107992,86,Lawyer,5,4
1039,Female,19,166779,93,Artist,0,2
294,Male,22,133629,38,Doctor,0,4
1449,Female,19,96858,67,Artist,1,5
674,Female,41,175742,79,Marketing,1,1
345,Female,0,149302,12,Artist,10,2
479,Female,20,95175,83,Artist,6,7
1207,Female,10,170373,12,Healthcare,9,6
352,Male,80,168943,67,Marketing,7,6
1833,Male,31,140311,41,Marketing,0,4
1975,Male,37,108150,82,Marketing,16,5
257,Female,24,81711,39,Artist,6,6
413,Female,53,96318,79,Executive,1,4
1308,Female,19,130075,17,Artist,0,3
1977,Female,19,78590,42,Executive,0,5
829,Female,13,147033,72,Healthcare,0,1
564,Female,37,32985,39,Artist,8,5
1407,Male,31,65479,39,Artist,0,6
952,Female,34,142306,48,Artist,1,6
1784,Male,2,106774,68,Healthcare,0,7
997,Female,19,79867,3,Executive,0,3
1666,Female,55,108422,91,Executive,1,5
1389,Male,69,130120,97,,6,2
1915,Female,97,126597,36,Healthcare,8,1
1196,Female,47,61082,39,Healthcare,1,1
1755,Female,43,107460,5,Artist,0,2
105,Male,52,171665,80,Executive,4,6
1665,Female,59,64133,9,Executive,10,4
1060,Female,85,114992,9,Entertainment,0,7
454,Male,34,66019,81,Marketing,0,4
294,Male,18,119320,4,Artist,6,3
201,Male,13,69903,88,Artist,0,1
943,Female,78,125183,39,Artist,0,6
26,Female,92,124279,81,Healthcare,0,7
1577,Female,76,104387,62,,7,7
