CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
233,Female,22,92659,80,Entertainment,9,4
1181,Male,95,186901,61,Healthcare,3,1
1283,Female,67,129194,55,Artist,6,1
1792,Male,92,187836,93,Marketing,1,1
135,Male,19,179361,36,Artist,0,1
345,Male,19,86952,26,Engineer,7,1
1214,Male,19,95125,38,Artist,0,1
867,Male,8,183757,21,Artist,9,4
151,Male,19,101736,97,Artist,7,5
408,Male,19,110657,49,Artist,4,1
710,Male,33,193682,88,,1,4
1412,Male,56,177215,63,Healthcare,5,4
742,Male,75,68829,59,Engineer,8,5
1357,Male,88,94660,18,Artist,4,7
998,Female,52,122984,4,Artist,0,5
1351,Male,7,139137,40,Doctor,1,1
415,Female,12,87839,75,Healthcare,0,1
1932,Female,1,189906,42,Artist,7,4
727,Female,72,111902,39,Artist,1,4
675,Male,14,156445,20,Lawyer,1,4
395,Male,33,116792,90,Healthcare,6,3
1272,Male,52,201897,36,Healthcare,5,4
1330,Male,19,187247,92,Entertainment,2,5
1442,Male,28,113167,6,Engineer,1,3
444,Female,52,124576,87,Artist,9,6
1489,Female,94,174023,10,Engineer,4,4
74,Male,59,105077,95,Entertainment,1,1
1311,Male,24,191347,31,Artist,1,5
568,Female,50,197585,75,Entertainment,1,6
50,Male,63,187304,5,Artist,7,6
236,Female,12,137027,36,Healthcare,3,6
1540,Male,19,72496,75,Healthcare,7,5
1269,Male,19,99164,55,Artist,6,3
741,Male,22,166367,42,,1,3
329,Female,68,195181,39,Artist,8,2
1872,Female,62,165443,6,Lawyer,8,4
268,Female,52,95540,29,Healthcare,1,7
983,Female,96,188900,46,Artist,0,1
651,Female,89,119401,36,Doctor,0,4
1832,Female,88,183726,47,Marketing,5,7
1484,Male,99,89515,47,Entertainment,1,7
5,Female,97,186122,76,Healthcare,4,2
14,Male,88,164044,63,Homemaker,7,5
1772,Male,37,72882,7,Healthcare,0,7
142,Male,19,145510,50,Artist,7,5
976,Female,32,100340,57,Executive,0,6
198,Male,19,195008,30,Entertainment,0,5
1346,Male,34,156434,99,Entertainment,3,3
464,Female,31,117928,39,Artist,6,2
1271,Male,76,116204,66,Entertainment,1,5
303,Female,19,199556,73,Lawyer,7,1
1614,Female,40,127548,39,Artist,1,6
369,Female,87,60553,16,Healthcare,6,4
907,Male,85,179961,92,Healthcare,0,4
8,Male,42,153542,73,Healthcare,8,1
20,Male,69,184568,9,Marketing,7,4
1798,Male,1,171990,0,Artist,5,4
1406,Male,17,86233,84,Healthcare,5,5
1197,Male,29,139327,69,Homemaker,16,3
1650,Male,64,99230,61,Artist,1,3
1428,Female,59,214070,50,Artist,0,6
784,Female,75,64771,95,Lawyer,9,4
1916,Female,51,187261,89,Lawyer,0,1
1144,Female,16,118229,15,Entertainment,1,1
1986,Female,5,183537,45,Entertainment,1,6
778,Female,63,102555,11,Artist,6,6
1881,Male,72,156148,41,Marketing,7,3
865,Female,18,157883,35,Artist,5,1
1947,Male,75,77231,24,Healthcare,1,6
1371,Male,51,104958,78,Artist,1,7
324,Female,84,113320,45,Executive,8,3
756,Male,38,82391,41,Artist,7,7
92,Male,0,126729,58,Artist,4,4
594,Female,43,116583,39,Artist,0,6
27,Female,58,110300,57,Artist,1,2
733,Male,0,183924,40,Engineer,1,3
1721,Male,61,60944,12,Healthcare,0,5
1984,Male,17,163224,66,Artist,2,1
246,Male,58,188896,74,Engineer,5,2
1354,Male,46,124717,43,Artist,1,5
1425,Female,39,121188,39,Artist,0,5
972,Male,2,114724,52,Healthcare,9,5
1412,Male,96,184134,83,Healthcare,4,1
1960,Female,35,87990,39,Artist,8,2
682,Female,96,94263,99,Healthcare,8,7
1644,Female,78,204818,9,Doctor,0,3
233,Female,13,134489,39,Artist,0,5
1272,Male,94,75413,21,Healthcare,10,5
97,Male,19,191581,28,Executive,1,7
500,Male,22,175917,65,Artist,1,1
914,Male,13,185932,86,Homemaker,0,3
1803,Male,80,121300,52,,8,5
1218,Female,19,95724,28,Artist,6,7
1440,Female,52,167111,89,Artist,4,3
915,Male,35,116966,5,Engineer,7,1
1424,Male,30,178541,59,Executive,7,5
26,Male,52,188079,4,Executive,7,4
1670,Female,67,78027,81,Healthcare,10,7
1799,Male,63,196560,6,Healthcare,6,4
1746,Male,96,72321,55,Engineer,4,4
151,Female,19,140084,33,Artist,7,1
764,Male,19,104299,92,Healthcare,10,6
1959,Female,20,197436,39,Artist,1,2
1289,Male,4,173595,27,Engineer,10,2
1302,Male,97,200742,49,Entertainment,1,1
292,Male,85,194218,51,Entertainment,1,4
477,Male,64,95311,18,Healthcare,0,3
795,Male,14,34171,42,Healthcare,3,3
816,Female,4,104588,97,Lawyer,9,4
752,Male,96,197273,43,Entertainment,7,5
1274,Female,19,104475,69,Entertainment,1,7
833,Male,83,162371,7,Healthcare,9,6
1436,Female,75,85394,4,Engineer,0,4
858,Male,49,133508,75,Healthcare,1,7
561,Male,67,199394,30,Entertainment,0,5
1962,Male,43,97534,48,Healthcare,5,6
739,Male,54,91395,46,Artist,10,6
243,Female,0,97400,96,Artist,1,4
285,Male,15,69415,71,Healthcare,0,6
1718,Female,65,116149,39,Artist,3,6
1381,Male,96,88008,35,Marketing,0,4
1776,Female,8,186748,39,Artist,10,7
739,Female,31,130125,39,Artist,0,1
1727,Male,11,97345,42,Executive,1,2
1050,Male,97,128733,49,Healthcare,5,7
781,Female,95,205457,98,Artist,0,1
1642,Female,50,183400,36,Healthcare,0,1
1577,Female,43,187496,6,Healthcare,8,3
71,Female,49,121304,78,Engineer,4,4
1168,Female,5,54457,45,Healthcare,7,4
1159,Female,19,191079,7,Artist,4,1
1752,Female,19,143286,50,Healthcare,1,1
385,Female,51,107981,39,Artist,5,6
1030,Male,6,83955,96,Doctor,0,3
1788,Male,56,115276,39,Engineer,5,6
7,Male,94,205738,41,Executive,1,6
750,Female,50,124317,39,Artist,0,1
639,Female,76,111764,72,Artist,9,7
1457,Female,60,101468,41,Healthcare,5,6
207,Female,43,117007,61,Healthcare,5,1
690,Male,92,153550,60,Executive,1,7
1762,Male,87,96444,92,Healthcare,9,3
405,Female,12,174155,39,Entertainment,8,5
754,Male,88,107343,14,Healthcare,0,7
1693,Male,13,211768,90,Artist,0,6
1429,Male,19,100525,49,Healthcare,0,1
1590,Male,94,195956,78,Entertainment,4,5
667,Male,56,123435,14,Artist,8,5
159,Male,69,195638,81,Engineer,6,7
500,Male,65,74665,16,Artist,11,4
151,Female,75,84726,91,Doctor,3,4
540,Male,38,173464,78,Doctor,1,1
178,Female,19,106961,55,Engineer,0,1
1302,Male,0,174375,76,Marketing,10,7
406,Male,19,109174,32,Engineer,0,7
1948,Female,14,100619,32,Artist,1,2
225,Female,15,161842,14,Healthcare,0,3
1534,Female,44,112488,20,Doctor,0,3
1403,Male,19,80013,55,Artist,7,1
