CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1560,Female,43,93498,46,Healthcare,2,7
86,Female,65,190597,26,Healthcare,9,1
1205,Female,19,88549,85,Marketing,6,5
1506,Male,90,76155,16,Engineer,9,5
1597,Female,24,171592,59,Artist,6,4
1708,Female,67,93668,39,Executive,9,6
445,Female,82,84401,79,Artist,1,6
1138,Female,77,105505,72,Lawyer,4,4
351,Female,19,106724,77,Artist,1,5
701,Female,57,118058,36,Artist,2,4
1109,Male,85,166969,57,,8,3
1574,Female,58,114064,94,Healthcare,0,1
1769,Male,71,126830,58,Entertainment,6,1
1028,Female,56,165127,70,Lawyer,7,4
1908,Female,8,127334,88,Doctor,5,4
41,Female,83,150314,63,Artist,9,5
1433,Female,60,77988,47,Marketing,7,5
1654,Female,19,159706,12,Artist,10,4
1655,Male,78,166286,21,Entertainment,0,4
1059,Male,8,141620,78,Healthcare,1,9
706,Female,19,152885,12,Artist,1,2
967,Female,83,155282,34,Entertainment,6,4
778,Female,19,189888,20,Artist,2,5
187,Female,99,153615,67,Engineer,0,5
742,Female,35,77585,75,Lawyer,1,1
1827,Female,90,98979,99,Marketing,5,9
410,Male,65,98408,31,Entertainment,0,2
620,Male,38,98944,56,Entertainment,0,3
474,Male,81,29264,60,Entertainment,5,6
789,Female,19,144349,18,Executive,9,3
1091,Male,25,153311,54,Healthcare,5,1
502,Female,21,83294,50,Artist,0,7
830,Female,53,135762,32,Artist,1,1
42,Male,54,168166,36,Artist,9,4
1874,Male,59,70737,71,,7,5
1104,Female,94,184505,84,Marketing,3,4
182,Male,88,189315,44,Artist,4,5
1529,Female,54,121185,92,Artist,10,4
75,Female,50,190989,10,Entertainment,6,5
1576,Female,19,112964,65,Executive,1,5
935,Male,13,154616,23,Healthcare,1,6
1607,Male,39,165172,27,Engineer,3,5
186,Female,15,78601,8,Artist,9,1
1097,Female,20,165418,39,Artist,0,6
296,Male,52,129220,66,Artist,6,6
666,Female,19,97163,15,Doctor,1,4
1517,Female,19,183121,92,Executive,8,5
658,Female,48,116727,39,Executive,1,4
1199,Female,82,116869,78,Healthcare,1,2
1643,Female,72,110783,39,Artist,1,5
1578,Female,41,128719,68,Artist,8,5
1654,Female,26,101265,91,Artist,7,4
1493,Male,69,140116,93,Entertainment,4,5
1899,Male,2,112693,84,,1,4
1878,Male,36,163626,90,Healthcare,0,5
78,Female,24,91405,39,Engineer,3,5
1994,Female,91,105730,66,Doctor,1,7
1908,Male,7,106270,38,Entertainment,1,5
627,Female,57,77476,24,Healthcare,1,7
1823,Female,36,198387,55,Healthcare,2,7
1277,Female,12,199608,88,Healthcare,14,1
1481,Male,85,148224,9,Healthcare,10,1
1851,Female,36,154094,19,Artist,4,3
61,Male,40,157545,4,Lawyer,5,5
1014,Male,7,66355,68,Healthcare,0,4
1985,Female,4,81942,82,Healthcare,4,5
1196,Female,19,82347,87,Engineer,8,5
1516,Female,30,107122,63,Healthcare,0,1
19,Male,90,170719,61,Marketing,1,2
1019,Female,18,106595,92,Artist,8,4
24,Female,11,194888,52,Healthcare,9,1
1924,Female,64,148282,14,Healthcare,6,6
26,Male,71,147000,14,Artist,10,4
1355,Female,63,166095,82,Healthcare,0,6
1276,Female,58,148813,48,Lawyer,8,4
1602,Male,26,110309,52,Artist,10,6
895,Female,34,110046,27,Healthcare,4,1
94,Female,33,89709,39,Lawyer,4,2
1257,Male,24,199482,12,Artist,0,1
1428,Female,72,158873,46,Healthcare,0,7
1233,Female,97,127253,16,Artist,1,2
1166,Female,18,108520,24,Executive,5,5
45,Female,47,161693,22,Doctor,1,5
455,Female,91,150064,79,Artist,7,5
560,Female,19,182044,62,Engineer,8,6
1666,Female,26,107005,54,Healthcare,4,3
344,Female,65,127669,90,Healthcare,1,6
426,Male,73,97985,10,Entertainment,3,2
318,Female,83,101247,39,Artist,6,6
1914,Female,81,109574,62,Artist,1,1
989,Female,69,169966,78,Engineer,1,5
67,Male,82,190984,100,Executive,0,1
1915,Female,38,130819,30,Healthcare,0,2
298,Female,45,157815,49,Engineer,10,5
972,Male,61,137920,59,Healthcare,2,6
368,Female,11,93070,57,Homemaker,9,1
1998,Male,38,106878,81,Doctor,8,6
607,Male,71,174037,60,Entertainment,3,4
1899,Female,9,99489,45,Entertainment,1,4
854,Female,38,106142,23,Healthcare,0,6
1350,Female,87,189578,29,Artist,9,6
1917,Male,26,132331,45,Healthcare,0,1
1032,Female,4,169312,62,Lawyer,1,6
375,Female,56,151069,91,Artist,7,1
606,Female,76,66745,90,Healthcare,4,2
1598,Female,19,169257,90,Doctor,6,7
1197,Male,38,85208,81,Executive,4,5
1731,Female,32,164685,42,Artist,1,4
406,Female,40,107368,22,Engineer,1,1
1365,Male,78,116269,77,Artist,8,2
1781,Female,19,206882,81,Engineer,0,5
1480,Female,58,160869,42,Healthcare,0,2
1618,Female,95,170010,19,Marketing,8,6
188,Female,54,152128,39,Executive,6,5
1087,Male,41,199731,78,Marketing,10,4
1110,Male,13,190381,39,Executive,10,2
1783,Female,20,172847,44,Artist,0,1
1096,Male,65,50436,99,Healthcare,0,2
16,Female,39,139532,70,Entertainment,6,4
1986,Female,35,65806,39,Lawyer,0,6
1627,Male,36,134955,41,Entertainment,0,7
1282,Male,91,93387,40,Entertainment,6,7
1568,Female,68,162465,43,Executive,1,4
322,Male,15,159479,84,Entertainment,10,7
614,Female,97,104781,37,Artist,4,3
689,Female,12,62428,9,Artist,6,3
1756,Male,48,191178,14,Doctor,8,7
1611,Female,19,109423,12,Artist,9,6
1453,Female,25,110946,77,Marketing,0,4
800,Female,21,94069,39,Executive,0,7
1301,Female,87,156080,99,Artist,6,4
377,Female,67,119574,7,Lawyer,1,2
1462,Female,3,144344,28,Executive,6,2
477,Female,63,114143,74,Artist,0,6
185,Female,79,108161,34,Entertainment,0,1
77,Female,19,163256,4,Artist,9,5
725,Female,99,44247,82,Healthcare,9,1
49,Female,70,156553,86,Healthcare,10,7
365,Female,6,131489,6,Artist,1,1
