CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1237,Male,60,170856,25,Marketing,1,7
1417,Female,35,203400,39,Artist,1,2
127,Male,40,177095,39,Executive,6,1
1464,Female,55,161135,94,Healthcare,0,1
1946,Male,40,111012,47,Artist,2,4
1171,Female,34,120810,39,Engineer,9,5
1687,Female,70,169314,17,Artist,1,1
534,Male,20,160132,88,Artist,1,7
1624,Female,40,106003,36,Artist,8,3
1308,Male,79,138956,33,Healthcare,5,6
637,Female,67,173494,39,Executive,6,1
1439,Female,32,187215,61,Marketing,8,4
450,Male,53,115385,32,Artist,9,1
940,Male,52,125608,88,Executive,7,7
1640,Male,31,143772,62,Artist,5,3
1349,Male,69,165679,1,Entertainment,1,4
193,Male,60,192954,83,Executive,1,2
1237,Female,23,167545,9,Executive,1,5
304,Male,27,173877,82,Artist,5,3
811,Female,13,179902,39,Entertainment,9,2
61,Male,99,167625,34,Lawyer,0,4
1380,Male,53,152007,2,Executive,1,1
1253,Female,76,187190,84,Executive,1,6
888,Male,0,160495,31,Artist,1,6
1396,Male,79,106930,54,Marketing,9,1
573,Female,19,185513,88,Lawyer,6,5
737,Female,15,140697,49,Entertainment,0,5
438,Female,27,162058,73,Marketing,1,3
494,Female,85,199908,41,Engineer,6,5
714,Male,77,150768,74,Executive,0,4
1038,Female,15,176796,99,Artist,9,3
987,Male,15,176222,62,Engineer,9,2
940,Male,20,106746,41,Healthcare,4,3
888,Female,7,196917,34,Executive,9,2
1357,Male,5,92161,19,Executive,10,4
402,Female,19,130736,7,Entertainment,8,1
1774,Female,13,98872,17,Healthcare,4,3
335,Female,34,161929,59,Engineer,7,5
1327,Male,74,159491,5,Healthcare,6,6
425,Male,30,124170,95,Doctor,0,2
297,Male,62,186118,92,Lawyer,0,4
457,Male,68,129979,52,Marketing,0,4
1305,Male,25,143563,37,Executive,1,3
1810,Male,59,145974,39,Engineer,10,7
1758,Female,32,189491,39,Artist,9,1
307,Female,28,157833,5,Healthcare,1,6
1595,Female,68,77201,94,Healthcare,4,1
779,Female,18,173382,40,Artist,1,7
925,Male,6,197833,88,Executive,0,1
791,Male,67,184873,75,Entertainment,0,4
1582,Female,6,163706,39,Engineer,10,5
1421,Female,88,187637,94,Healthcare,9,7
104,Male,47,173006,48,Healthcare,9,3
210,Female,8,178847,28,Healthcare,1,3
279,Female,19,170996,93,Engineer,0,2
1393,Male,63,104923,41,Artist,7,3
866,Male,41,178341,39,Executive,9,1
847,Female,4,194825,45,Lawyer,0,1
658,Male,72,151423,13,Artist,1,6
513,Male,40,185431,81,Marketing,1,7
1696,Male,90,128400,94,Artist,4,4
1214,Male,80,163493,94,Lawyer,6,4
1109,Female,36,160152,16,Doctor,8,3
987,Male,16,172137,53,Marketing,1,3
960,Female,21,180774,16,Engineer,0,2
548,Female,35,112034,66,Healthcare,6,3
1683,Male,47,202108,13,Doctor,0,2
1101,Male,3,178889,15,Entertainment,15,4
784,Male,93,146210,24,Entertainment,1,4
1640,Female,46,68906,5,Artist,1,5
443,Female,11,195883,15,Artist,2,4
518,Female,92,186050,39,Engineer,9,2
1091,Female,19,162957,83,Entertainment,1,1
1785,Female,94,161452,24,Doctor,7,7
1364,Female,19,122907,17,Healthcare,6,3
11,Female,55,172755,99,Healthcare,0,7
129,Female,63,137173,55,Artist,9,5
80,Female,7,178954,45,Engineer,5,1
472,Male,52,138517,96,Healthcare,1,5
749,Male,19,173731,55,Entertainment,9,5
1064,Male,6,141506,77,,8,4
1015,Male,6,192390,17,Entertainment,1,4
1671,Female,75,106895,24,Executive,9,2
1632,Female,22,141151,76,Entertainment,9,5
1932,Female,68,102136,86,Artist,1,3
262,Male,73,179393,11,Doctor,1,3
650,Female,45,110653,16,Artist,4,3
946,Female,47,140324,59,Healthcare,3,3
30,Male,66,178350,80,Doctor,4,7
689,Male,14,94832,10,Healthcare,0,1
1952,Female,30,187897,56,Marketing,1,5
1766,Female,68,147200,93,Artist,10,5
1793,Male,68,125426,71,Entertainment,1,4
474,Female,7,197489,39,Engineer,0,1
772,Female,79,142286,98,Marketing,1,7
909,Male,18,77388,71,Entertainment,1,2
1640,Male,4,156152,48,Lawyer,9,6
786,Male,40,187398,73,Healthcare,1,3
1851,Male,57,156415,83,Entertainment,1,6
257,Male,81,160539,4,Healthcare,6,3
1360,Female,94,179178,15,Doctor,0,3
1727,Female,54,182468,79,Healthcare,8,6
720,Male,96,131897,80,Entertainment,1,1
1558,Male,23,180560,39,Executive,9,2
1623,Male,98,141227,82,Healthcare,7,1
170,Male,48,89601,49,Healthcare,0,7
159,Female,60,152484,50,Executive,5,6
269,Male,20,177989,87,Executive,10,7
556,Male,72,182397,90,Homemaker,0,3
331,Male,99,125679,65,Lawyer,8,3
984,Male,37,135851,96,Entertainment,5,3
717,Female,6,176250,18,Healthcare,7,5
1137,Female,7,203442,39,Artist,9,1
681,Male,47,166455,93,Engineer,1,6
190,Male,9,177482,56,Artist,0,7
1357,Female,88,173456,67,Artist,5,2
316,Male,82,136764,75,Engineer,1,5
356,Male,84,92375,4,Engineer,5,5
1299,Male,89,55668,3,Entertainment,8,1
1200,Female,86,108855,48,Artist,1,4
907,Female,35,157175,5,Entertainment,5,7
1284,Male,4,153265,96,Homemaker,1,5
70,Female,68,189290,64,Executive,9,5
682,Male,25,158215,39,Healthcare,1,5
1930,Male,27,125828,99,Entertainment,7,3
876,Female,50,94539,69,Healthcare,10,1
1415,Male,36,106909,69,Marketing,1,2
805,Female,14,121503,63,Healthcare,3,1
1494,Female,9,177234,0,Doctor,6,4
1421,Male,7,197359,39,Artist,9,2
1810,Male,15,169070,26,Executive,1,3
1135,Female,23,160005,17,Artist,0,5
969,Female,18,152999,43,Artist,0,1
1608,Female,19,168599,76,Lawyer,0,5
430,Male,65,167514,96,Artist,1,1
1151,Female,19,154812,53,Lawyer,9,2
1312,Female,54,106599,1,Lawyer,4,4
1231,Female,75,158499,31,Engineer,9,5
1313,Female,21,200228,17,Engineer,1,5
1449,Male,19,151028,78,Engineer,6,2
1248,Female,77,172733,52,Healthcare,3,7
279,Male,40,160845,59,Artist,8,5
359,Male,21,113079,72,Entertainment,8,7
295,Male,52,194501,85,Lawyer,1,4
914,Male,94,114209,87,Entertainment,0,4
375,Female,74,101825,36,Healthcare,8,1
1753,Male,23,199733,82,Lawyer,7,4
1906,Male,15,97494,55,Healthcare,0,1
531,Female,32,176161,50,Entertainment,6,5
450,Female,45,170694,60,Engineer,4,5
1701,Male,19,187610,74,Artist,9,3
1924,Female,89,126867,3,Homemaker,10,7
178,Male,39,152790,47,Healthcare,10,2
463,Female,34,163260,89,Healthcare,1,3
913,Female,60,135406,14,Engineer,1,5
462,Female,84,157200,40,Engineer,0,1
674,Male,12,155087,44,Healthcare,9,1
1751,Male,35,148752,28,Artist,1,6
260,Female,34,90093,70,Artist,0,9
1740,Male,38,100248,91,Artist,9,4
1029,Male,49,143461,91,Engineer,0,7
1343,Female,19,167386,21,Artist,8,2
611,Male,9,159586,37,Homemaker,6,7
565,Female,70,130838,19,Artist,1,3
1066,Female,45,165727,51,Lawyer,4,4
1583,Female,14,180998,77,Healthcare,8,8
741,Female,19,185761,98,Lawyer,6,5
1649,Female,19,186878,17,Engineer,7,5
1244,Female,40,67597,47,Executive,6,3
1829,Male,48,145445,26,Executive,10,1
522,Male,36,112552,13,Homemaker,0,1
1166,Male,81,136188,25,Lawyer,8,4
2,Female,97,203172,36,Entertainment,1,4
771,Female,4,174190,18,Entertainment,8,4
662,Female,88,121654,87,Healthcare,1,5
573,Female,14,149979,37,Homemaker,5,1
120,Female,38,196314,6,Healthcare,5,1
89,Female,24,137135,70,Healthcare,0,3
37,Female,19,133080,61,Engineer,7,5
1511,Male,37,81576,15,Healthcare,0,4
515,Female,93,145951,31,Engineer,8,3
379,Male,65,92980,35,Marketing,1,2
1457,Female,52,179770,68,Engineer,10,1
1406,Female,19,55005,70,Healthcare,6,5
297,Male,50,172280,67,Engineer,2,4
354,Male,29,170965,22,Doctor,4,3
66,Female,32,188438,96,Lawyer,5,5
415,Male,0,182333,59,Artist,5,4
1456,Female,24,181397,1,Entertainment,4,1
725,Male,67,120291,88,Artist,10,3
1106,Female,43,178976,7,Engineer,6,5
1118,Female,73,187291,62,Healthcare,7,6
1660,Female,43,149348,68,Entertainment,1,6
690,Male,37,140414,55,Entertainment,5,5
211,Female,19,172334,78,Entertainment,7,2
2000,Female,19,123292,14,Lawyer,8,5
1598,Female,6,149668,56,Marketing,1,1
666,Male,47,87739,17,Marketing,1,3
1209,Male,75,162985,36,Artist,4,3
280,Female,28,178501,50,Lawyer,8,6
352,Female,0,189757,33,Marketing,11,1
1118,Male,97,136853,93,Artist,5,4
530,Female,43,190554,25,Lawyer,9,2
1980,Female,97,200019,18,Healthcare,4,1
1848,Female,2,151517,71,Healthcare,0,1
232,Female,84,191093,39,Artist,5,3
1413,Female,48,94545,67,Engineer,7,1
1939,Male,5,173212,79,Lawyer,1,4
150,Female,31,182613,55,Healthcare,4,3
790,Male,47,140947,84,Healthcare,7,4
1042,Male,4,137747,94,Healthcare,0,2
130,Female,25,159446,22,Healthcare,4,7
305,Female,3,150415,46,Entertainment,6,2
1758,Female,37,110392,80,Healthcare,6,4
376,Male,53,152122,67,Homemaker,3,4
1118,Male,41,76132,82,Entertainment,0,6
1651,Male,87,153659,79,Healthcare,1,2
1586,Female,37,149382,40,Lawyer,0,5
1349,Male,47,112518,17,Healthcare,16,3
43,Female,82,92356,3,Healthcare,4,1
1288,Male,47,171712,28,Healthcare,0,4
647,Male,79,143892,54,Artist,6,4
443,Male,86,177826,15,Lawyer,1,3
1160,Male,19,192901,81,Healthcare,1,5
162,Male,38,166435,16,Entertainment,0,1
1501,Female,1,142968,49,Artist,10,5
