CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1428,Female,23,105650,86,Healthcare,5,2
203,Female,7,52759,17,Entertainment,0,6
357,Male,52,101825,63,Artist,1,4
1290,Female,78,129900,5,Artist,0,4
1873,Male,28,91257,73,Artist,3,6
1967,Male,63,64597,52,Artist,0,3
175,Female,52,64076,61,Healthcare,11,5
118,Female,53,57048,93,Artist,10,2
1487,Male,34,60172,68,Healthcare,0,2
1850,Female,85,30229,32,Artist,10,2
227,Male,97,69842,89,Entertainment,0,1
100,Female,86,52655,60,Entertainment,7,4
910,Female,19,27267,49,Artist,1,7
1761,Female,58,41054,59,Artist,4,4
1679,Male,13,116778,74,Doctor,0,4
376,Female,39,34756,39,Artist,0,7
1493,Male,80,75201,91,Artist,7,1
760,Male,42,77399,88,Homemaker,3,1
1849,Male,22,153910,57,Entertainment,1,1
1884,Female,76,148452,87,Entertainment,5,4
131,Female,6,147212,25,Artist,8,4
1938,Male,88,41537,39,Lawyer,0,3
1139,Male,56,52200,90,Artist,9,1
1259,Male,21,25285,2,Artist,4,1
809,Female,96,157625,21,Healthcare,0,2
101,Female,37,96028,25,Lawyer,1,3
310,Female,22,67279,55,Homemaker,5,4
903,Male,19,23259,30,Lawyer,4,3
997,Male,67,45691,99,Artist,0,2
1350,Male,55,60112,18,Lawyer,3,2
650,Female,90,54374,89,Healthcare,1,6
29,Female,84,108275,56,Engineer,5,2
518,Female,62,53239,76,Healthcare,9,5
465,Male,58,114413,82,Artist,9,3
178,Female,39,63155,8,Engineer,6,4
1152,Female,86,159974,31,Executive,6,3
902,Male,95,56337,40,Doctor,9,4
257,Female,23,80902,36,Healthcare,7,2
1104,Male,15,60390,47,Artist,8,2
928,Male,68,75886,60,Doctor,0,4
1663,Male,41,38051,17,Artist,0,7
1332,Female,79,53115,49,Artist,1,6
145,Male,5,118687,85,Marketing,1,2
1387,Male,89,82151,41,Doctor,8,4
466,Female,91,32021,85,Doctor,1,3
1248,Male,27,76636,42,Healthcare,1,4
849,Female,65,24989,31,Artist,6,3
518,Female,94,59654,39,Doctor,1,2
306,Male,58,73410,48,Artist,0,2
490,Female,75,161232,90,Doctor,5,4
1745,Female,6,18937,39,Artist,9,5
1729,Male,94,85177,59,Healthcare,3,3
1088,Female,19,101966,49,Artist,0,1
474,Male,75,146186,20,Artist,1,3
698,Male,56,156971,45,Artist,1,2
931,Female,75,-7138,64,Engineer,7,4
586,Female,34,68397,98,Entertainment,1,1
211,Male,17,108632,50,Marketing,1,4
681,Female,67,38026,2,Artist,1,2
1142,Male,69,97679,39,Artist,0,7
30,Male,23,67783,11,Doctor,8,3
675,Male,21,101629,64,Artist,0,2
1617,Female,86,38725,60,Artist,1,7
931,Male,40,48650,92,Artist,0,4
1107,Male,94,69047,50,Artist,8,4
618,Male,19,15005,75,Engineer,6,3
1145,Female,59,98975,39,Artist,9,3
284,Female,29,47944,51,Marketing,0,2
1054,Male,57,70483,91,Healthcare,7,2
649,Male,10,120794,86,Healthcare,0,7
779,Female,11,42706,74,Engineer,0,7
1554,Male,36,29073,39,Artist,9,3
999,Female,63,108679,63,Artist,4,7
1227,Female,83,97469,17,Artist,3,5
527,Male,16,79670,73,Artist,0,4
241,Female,53,42792,44,Executive,9,6
401,Female,12,152710,30,Artist,7,3
1440,Female,7,33283,76,Artist,1,6
1782,Female,85,44448,33,Marketing,0,7
687,Male,21,27143,18,Artist,7,2
1264,Male,16,109050,41,Marketing,1,7
1251,Female,45,126738,99,Healthcare,5,3
1692,Female,19,35205,31,Artist,10,3
203,Male,72,104809,49,Artist,1,2
1663,Female,19,-35854,2,Lawyer,2,6
402,Male,38,52719,97,Marketing,1,4
1463,Female,55,133501,87,Healthcare,4,3
1948,Female,37,124272,17,Doctor,3,4
440,Male,61,168722,90,Artist,9,4
412,Female,19,29029,41,Artist,0,1
78,Female,25,28440,67,,8,2
1031,Female,32,30049,24,Artist,10,1
30,Male,70,97401,83,Marketing,9,1
42,Male,17,44549,39,Artist,1,2
1498,Female,65,92959,46,Healthcare,0,2
294,Female,70,77293,55,Healthcare,5,6
40,Female,11,71635,10,Healthcare,0,6
1201,Female,31,149076,95,Healthcare,1,6
1508,Male,40,74322,45,Artist,1,4
700,Male,72,22885,39,Artist,4,2
81,Male,39,127699,88,Executive,9,4
1564,Male,55,44961,36,Healthcare,7,3
1607,Male,9,81495,47,Healthcare,7,2
86,Male,9,116180,65,Artist,1,5
975,Male,77,174025,14,Healthcare,10,6
1994,Female,19,28405,91,Artist,5,3
1967,Female,16,46115,76,Healthcare,7,3
785,Male,82,113176,72,Marketing,9,4
79,Male,85,111731,17,Marketing,1,1
