CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
411,Male,52,42444,87,Executive,8,1
615,Male,67,131440,1,Doctor,0,6
1140,Male,55,115615,12,Artist,4,6
1630,Female,70,56396,20,Artist,1,4
502,Female,19,55791,35,Healthcare,5,5
1204,Female,43,43433,35,Healthcare,0,2
770,Male,94,57934,64,Artist,7,5
936,Male,32,107710,1,Artist,4,4
1719,Male,93,56432,66,Executive,2,1
425,Female,30,156234,96,Healthcare,4,1
894,Female,46,57059,7,Healthcare,2,1
232,Female,79,13239,3,Marketing,10,4
1711,Male,38,60899,9,Executive,16,4
1400,Male,20,58479,72,Artist,3,2
317,Male,75,-1700,39,Doctor,0,6
1855,Male,47,61016,26,Doctor,5,4
628,Male,66,47594,57,,5,3
1999,Female,19,68582,46,Healthcare,0,7
296,Male,31,52809,39,Artist,1,5
1692,Male,76,55458,60,Doctor,1,6
650,Female,19,147566,34,Artist,9,7
373,Female,91,82783,24,Entertainment,5,4
1386,Female,88,72848,99,Healthcare,7,4
1881,Male,18,96784,17,Artist,1,1
833,Female,58,169227,82,Artist,5,4
1179,Male,0,145417,24,Artist,0,6
1212,Female,93,37176,39,Doctor,1,1
1435,Male,36,62825,13,Doctor,6,4
1043,Female,43,53475,3,Artist,7,5
1933,Female,60,52611,45,Healthcare,8,6
1537,Female,41,69497,26,Healthcare,4,1
771,Male,54,80193,59,Homemaker,3,6
1535,Male,42,43545,39,Artist,1,2
1608,Female,93,77629,97,Healthcare,9,1
731,Female,46,84490,51,Executive,8,4
878,Male,87,68832,33,Entertainment,0,6
1761,Female,31,53424,15,Artist,1,6
116,Male,92,52292,87,Doctor,1,4
1340,Male,78,72913,61,Doctor,1,7
695,Male,86,74358,51,Doctor,1,4
1116,Male,4,42565,29,Artist,8,5
1508,Male,12,76245,78,Artist,1,2
542,Male,54,159442,20,Healthcare,0,9
289,Male,71,71308,70,Executive,7,5
1305,Female,1,59489,65,Healthcare,7,2
1298,Male,40,49099,62,Artist,0,5
1287,Male,23,114363,68,Doctor,1,1
866,Female,97,59451,55,Engineer,3,6
1167,Female,19,38550,76,Artist,0,1
601,Female,19,53944,97,Executive,0,2
401,Male,38,43460,39,Doctor,0,5
13,Male,55,57489,39,Artist,1,7
1898,Male,64,55387,32,Engineer,0,7
1348,Female,1,44009,34,Artist,8,1
421,Female,9,52983,31,Engineer,1,4
80,Male,65,43367,55,Artist,4,7
1382,Female,2,92040,0,Engineer,7,2
1674,Female,79,49083,87,Healthcare,9,4
572,Female,40,80968,13,Entertainment,9,2
1035,Female,19,45906,84,Healthcare,8,2
490,Male,26,85223,41,Lawyer,7,4
1541,Female,19,83668,10,Healthcare,7,3
1742,Female,33,153305,26,Engineer,1,4
1868,Male,73,72481,22,Healthcare,6,1
293,Female,19,42009,12,Artist,1,1
1649,Male,33,38515,17,Healthcare,0,6
236,Female,3,54708,84,Healthcare,3,4
1865,Male,40,38877,17,Artist,1,1
1348,Female,10,162254,77,Healthcare,1,1
892,Male,6,110563,91,Entertainment,1,4
1630,Male,97,46263,8,Engineer,0,6
616,Male,7,49046,67,Lawyer,5,6
1508,Male,46,74508,23,Artist,4,5
740,Male,65,83435,60,Homemaker,10,5
1805,Female,49,57226,63,Healthcare,9,2
1212,Female,43,87232,81,Healthcare,9,2
1301,Male,92,46839,76,,9,2
1586,Male,15,73704,61,Lawyer,3,4
376,Female,74,41825,45,Entertainment,7,4
1802,Male,91,68489,49,Doctor,1,4
1228,Male,82,56793,51,Artist,8,1
971,Male,51,39588,30,Lawyer,1,6
899,Female,24,94411,59,Artist,1,7
890,Male,13,89580,66,Artist,1,1
874,Female,84,138353,65,Healthcare,5,2
1513,Male,55,68052,39,Entertainment,7,5
785,Male,43,68652,33,Artist,9,4
1366,Male,33,75819,48,Artist,0,6
1562,Male,20,38751,3,Healthcare,2,5
634,Male,37,36028,39,Doctor,1,5
136,Male,25,106042,39,Healthcare,6,1
362,Male,11,-4461,62,Engineer,1,1
281,Female,45,34816,39,Engineer,0,6
795,Male,49,18662,62,Doctor,5,2
1451,Female,43,73145,100,Artist,1,4
1597,Male,30,42339,59,Homemaker,1,6
823,Male,8,40775,82,Executive,1,5
1053,Female,66,61205,39,Doctor,8,4
800,Female,84,53248,46,Engineer,7,4
1016,Female,4,106397,77,Healthcare,8,5
386,Male,20,56448,53,Lawyer,1,2
1292,Male,54,145010,5,Executive,1,7
1264,Male,19,62209,43,Artist,16,4
1466,Male,39,53377,12,Healthcare,7,4
60,Female,25,70004,80,Artist,6,6
1634,Female,4,45151,68,Artist,0,4
878,Female,91,64655,39,Entertainment,1,5
891,Male,2,104286,27,Artist,9,1
1452,Female,98,145619,37,Artist,3,6
186,Female,19,61339,87,Artist,4,7
658,Female,95,99745,44,Artist,0,1
1025,Male,36,111772,18,Healthcare,3,5
1357,Male,13,127386,58,Marketing,1,4
171,Male,11,48084,21,Entertainment,9,3
1378,Male,17,62998,14,Homemaker,15,6
126,Male,38,66665,21,Engineer,0,5
972,Male,76,105018,9,Doctor,10,4
1913,Male,21,94679,1,Entertainment,1,2
1110,Female,11,34708,10,Artist,6,2
1495,Female,19,-37894,1,Artist,1,2
625,Male,11,43900,46,Artist,8,5
812,Male,19,60536,41,Artist,0,2
75,Female,46,47726,4,Healthcare,9,3
1792,Female,22,147654,79,Healthcare,1,3
1783,Female,13,95650,20,Artist,6,2
1260,Female,7,106884,64,Lawyer,1,6
1376,Male,53,36939,9,Marketing,1,6
1792,Male,42,45582,51,Executive,1,7
170,Female,58,59705,71,Healthcare,3,1
90,Male,46,-8965,90,Doctor,10,2
449,Male,45,51738,39,Doctor,6,6
1027,Female,19,158168,12,Healthcare,5,4
489,Female,36,98968,14,Entertainment,14,4
445,Male,40,51457,86,Artist,14,4
832,Female,78,101528,1,Healthcare,7,6
433,Male,91,53801,80,Lawyer,5,1
1431,Female,16,95304,78,Healthcare,0,2
678,Female,28,47371,39,Artist,7,6
1013,Female,19,50580,1,Healthcare,9,2
1256,Female,85,32442,91,Marketing,7,6
795,Female,68,59607,15,Healthcare,2,4
1052,Female,19,41867,5,Doctor,1,5
900,Female,71,49005,39,Artist,0,2
1818,Female,84,164578,66,Artist,1,1
371,Female,29,69829,38,Doctor,1,4
453,Female,91,107630,63,Healthcare,1,4
199,Male,95,57520,8,Artist,1,2
470,Female,92,81913,61,Marketing,1,2
1610,Male,57,38607,14,Executive,1,6
425,Male,91,68921,79,Lawyer,6,1
1672,Female,50,45552,92,Executive,2,7
935,Male,11,42641,62,Marketing,1,4
1860,Male,30,-7683,80,Doctor,9,6
1846,Female,19,42869,76,Entertainment,8,2
1709,Female,57,29580,65,Lawyer,1,5
1825,Male,16,57348,33,Executive,12,2
1855,Female,41,68637,3,Healthcare,4,3
151,Male,94,41941,39,Doctor,0,4
1250,Female,1,30769,39,Artist,7,1
971,Male,4,162774,62,Artist,1,5
139,Male,65,51332,39,Artist,1,6
466,Male,12,55787,45,Entertainment,14,4
1819,Male,60,146162,51,Lawyer,1,3
558,Male,34,47509,18,Artist,1,5
1564,Male,92,119270,86,Executive,1,2
1629,Male,62,75248,68,Doctor,1,5
1393,Female,19,48561,59,Healthcare,6,2
796,Male,89,67715,64,Homemaker,1,6
841,Female,50,126668,8,Healthcare,8,7
345,Male,84,109695,73,Artist,8,2
1953,Male,84,40737,81,Healthcare,2,2
503,Male,16,31849,9,Artist,5,4
978,Male,47,96959,36,Engineer,6,7
853,Female,19,32496,18,Healthcare,0,2
1860,Male,72,90584,39,Artist,0,6
514,Male,0,40604,39,Doctor,0,2
1308,Male,78,40890,78,Artist,8,4
1341,Female,93,60726,65,Entertainment,1,1
699,Male,75,63896,84,Engineer,0,2
1845,Male,71,62164,36,Entertainment,1,2
1165,Female,19,43855,56,Entertainment,0,3
1188,Male,53,96290,17,Artist,1,2
290,Male,21,61588,31,Executive,4,4
257,Female,25,116447,1,Healthcare,9,7
1947,Female,31,61331,49,Artist,8,4
301,Male,82,114061,28,Healthcare,1,5
602,Male,3,70430,29,Entertainment,9,3
1494,Male,57,100188,83,Artist,1,5
426,Female,74,46926,55,Artist,1,5
673,Female,0,118650,95,Healthcare,10,6
1255,Male,19,90121,92,Doctor,8,6
1100,Male,65,121140,53,Entertainment,4,6
1651,Female,97,61034,20,Healthcare,5,4
653,Male,31,69086,15,Artist,1,2
1689,Male,3,32449,13,Lawyer,9,4
23,Female,62,55782,28,Homemaker,1,5
421,Male,19,55677,49,Artist,4,4
1517,Female,84,18391,44,Executive,1,1
293,Male,48,94821,66,Marketing,5,4
296,Female,19,-31251,81,Engineer,9,2
1473,Female,75,48534,12,Healthcare,0,5
1312,Female,25,62199,56,Artist,1,4
361,Male,61,-4791,9,Entertainment,3,7
1487,Male,68,57319,17,Entertainment,1,7
1696,Male,95,35076,52,Engineer,1,2
572,Female,61,97746,39,Artist,0,3
1771,Female,87,110149,78,Engineer,4,6
1359,Male,83,57743,86,Artist,0,5
798,Male,55,120888,55,Healthcare,8,3
431,Female,55,31707,37,Doctor,7,5
692,Male,68,45434,39,Doctor,5,5
1521,Male,81,163623,8,Artist,0,2
885,Male,65,93110,57,Lawyer,9,1
816,Male,86,70342,51,Artist,4,4
1030,Female,19,53679,59,Artist,4,2
934,Female,74,104643,35,Healthcare,0,1
409,Male,13,-15927,97,Doctor,8,1
1214,Female,32,100724,8,Doctor,1,5
1741,Female,61,56426,7,Artist,4,5
892,Male,79,108728,79,Artist,1,6
1602,Male,99,148051,83,Marketing,1,5
187,Male,7,45584,100,Artist,0,2
156,Male,97,106985,78,Artist,7,6
853,Male,10,48591,16,Artist,1,3
1941,Female,30,162253,18,Healthcare,0,3
1895,Female,19,44693,60,Artist,8,2
1431,Female,91,83409,84,Doctor,1,2
1275,Male,9,136542,55,Entertainment,6,5
246,Male,63,79987,46,Doctor,1,2
1835,Male,20,52818,11,Engineer,0,4
852,Male,49,67609,65,Artist,0,4
833,Female,97,39508,10,Artist,0,4
599,Male,85,98293,39,Doctor,4,4
1039,Female,19,21970,58,Artist,0,1
1129,Male,41,42237,42,Artist,8,3
