CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
739,Female,19,91474,42,Entertainment,4,2
293,Female,89,158534,10,Healthcare,8,2
1850,Female,73,182381,87,Artist,1,1
374,Female,37,104503,27,Marketing,1,4
495,Female,78,83536,59,Artist,10,4
1688,Female,49,61675,74,Artist,8,1
91,Male,33,172666,46,Homemaker,4,1
443,Female,25,141690,99,Artist,1,3
705,Male,31,84382,30,Artist,4,3
511,Female,19,91132,95,Doctor,8,4
1325,Male,10,80451,39,Healthcare,1,3
606,Female,85,136604,87,Marketing,7,5
842,Female,70,185515,79,Executive,1,7
401,Female,34,160810,56,Healthcare,4,3
572,Male,45,134154,79,Lawyer,8,3
1768,Male,12,79333,36,Lawyer,14,2
1357,Male,13,96068,19,Artist,4,3
480,Male,7,63275,79,Homemaker,10,5
251,Male,13,113995,81,Marketing,1,5
186,Female,50,178134,43,Artist,4,1
1575,Female,31,144357,88,Doctor,7,2
1972,Female,87,77454,13,Engineer,3,4
1043,Female,87,69883,98,Engineer,5,3
345,Female,19,105291,55,Lawyer,1,6
253,Female,56,187419,66,Healthcare,4,9
56,Female,69,128244,19,Engineer,0,4
1472,Male,20,178090,38,Healthcare,0,5
1684,Male,77,91361,18,Doctor,7,2
405,Male,13,151004,69,Healthcare,5,2
366,Female,43,68529,39,Healthcare,0,3
354,Female,74,173226,29,Artist,7,3
790,Male,53,137546,49,Healthcare,8,4
1849,Female,19,82508,51,Doctor,0,3
1102,Female,16,163576,49,Marketing,1,5
1801,Female,87,143282,78,Engineer,5,4
184,Female,91,118458,64,Engineer,1,6
455,Male,15,96279,80,Artist,9,4
1914,Female,24,77409,100,Healthcare,2,4
1151,Female,55,78992,80,Healthcare,0,6
601,Female,54,96920,42,Lawyer,8,4
1537,Female,41,70108,18,Artist,8,4
221,Female,33,115417,39,Artist,1,3
1908,Female,29,160831,53,Executive,1,6
1335,Female,47,145081,29,Healthcare,6,3
391,Female,7,182083,39,Artist,8,3
1351,Male,89,58380,39,Healthcare,0,5
765,Female,54,171428,96,Healthcare,10,5
250,Male,30,84164,39,Healthcare,1,7
773,Female,97,93267,60,Executive,9,5
1786,Male,43,78920,10,Entertainment,1,3
776,Male,27,89036,50,Entertainment,0,3
1625,Female,47,78336,67,Healthcare,2,3
810,Female,19,69251,4,Executive,5,5
1613,Male,43,167272,72,Artist,0,3
1701,Male,74,75289,15,Marketing,7,2
1409,Female,42,174111,74,Entertainment,1,7
1096,Female,97,106549,74,Artist,0,1
1092,Female,9,125009,57,Executive,8,6
1311,Male,73,60530,8,Doctor,2,4
457,Female,46,101844,4,Marketing,0,2
1276,Female,41,40993,9,Healthcare,0,7
405,Male,12,74974,16,,7,6
392,Female,1,99842,11,Artist,1,5
1936,Male,24,75305,39,Healthcare,1,3
392,Male,90,183650,64,Executive,1,3
420,Female,13,41875,71,Healthcare,7,7
1975,Female,72,138781,75,Healthcare,11,3
264,Female,58,87996,6,Executive,0,7
1474,Female,47,78168,10,Engineer,1,3
1736,Female,87,103113,39,Artist,1,2
819,Male,50,101118,56,Healthcare,0,3
1867,Female,55,140432,39,Healthcare,1,3
135,Female,20,94451,59,Healthcare,4,7
1819,Male,50,152061,22,Engineer,2,6
24,Male,34,120953,31,Lawyer,1,5
184,Female,39,86896,81,Healthcare,1,5
1674,Male,3,127744,39,Healthcare,8,3
1571,Female,48,152367,17,Artist,1,3
612,Female,11,144891,63,Marketing,0,3
657,Female,77,191588,4,Entertainment,1,6
1309,Male,40,65835,95,Healthcare,1,5
242,Female,13,110877,47,Healthcare,1,1
355,Female,60,179905,60,Marketing,1,1
1697,Female,53,90872,48,Marketing,14,4
1832,Female,90,159528,36,Lawyer,1,2
947,Female,87,158245,39,Healthcare,0,1
1283,Female,5,176691,6,Healthcare,10,1
1241,Male,7,126151,39,Artist,1,2
431,Male,87,69553,77,Healthcare,1,7
1369,Male,17,66173,39,Artist,1,2
1504,Female,84,148853,18,Doctor,4,4
998,Male,47,128782,64,Marketing,1,2
1925,Female,65,200757,93,Executive,10,3
365,Male,90,114281,72,Lawyer,6,6
707,Male,80,65555,40,Artist,6,3
1531,Female,80,108707,77,Engineer,10,3
897,Male,72,61867,41,Entertainment,1,1
1575,Male,30,60339,68,Artist,1,1
1923,Female,68,81300,55,Healthcare,4,6
274,Female,48,108845,10,Healthcare,10,3
795,Male,65,55280,90,Executive,0,3
597,Female,87,76835,69,Entertainment,1,7
176,Female,0,140967,15,Artist,8,6
1675,Female,22,186000,66,Artist,5,2
696,Female,41,138439,14,Healthcare,7,2
91,Male,46,99188,10,Artist,1,3
856,Male,19,63329,24,Artist,5,2
1514,Female,40,83413,71,Healthcare,1,5
570,Female,2,98510,16,Engineer,1,2
668,Female,83,186798,86,Homemaker,1,3
596,Female,26,104757,59,Executive,1,5
289,Female,24,108511,59,Engineer,1,6
1537,Female,43,85329,47,Healthcare,7,3
425,Female,31,118008,11,Engineer,8,4
913,Male,15,136235,81,Homemaker,15,4
1090,Female,19,114981,92,Engineer,4,3
1287,Female,16,184023,39,Healthcare,1,3
1240,Male,90,185732,55,Healthcare,6,2
1060,Male,31,88121,39,Healthcare,1,3
265,Female,44,72373,42,Lawyer,6,2
585,Male,5,156807,3,Artist,0,2
1309,Male,26,83998,39,Artist,0,3
492,Male,7,96156,34,Lawyer,0,7
1659,Female,97,97139,42,Doctor,1,7
1367,Male,52,129289,13,Artist,14,7
1931,Female,47,198466,92,Doctor,16,4
1804,Male,82,86128,39,Healthcare,1,2
701,Male,87,147395,13,Healthcare,3,5
1435,Male,19,106322,60,Doctor,1,3
345,Male,88,59886,39,Healthcare,0,1
833,Male,31,137704,77,Healthcare,1,6
416,Male,11,179098,6,Artist,5,5
748,Male,19,89484,96,Entertainment,0,1
418,Female,29,99182,12,Healthcare,2,2
1774,Female,17,194526,83,Healthcare,1,7
1893,Male,74,81896,93,Entertainment,1,5
1010,Male,61,118563,17,Engineer,1,5
1484,Female,21,74137,81,Entertainment,2,4
1483,Female,63,131817,14,Entertainment,1,6
478,Male,20,84186,18,Healthcare,10,4
1652,Female,3,88992,34,Homemaker,1,3
1473,Female,49,99753,18,Engineer,4,2
140,Female,57,131156,80,Lawyer,1,5
1310,Male,83,82318,66,Engineer,1,4
612,Female,18,115561,23,Doctor,9,5
514,Female,24,94522,35,Engineer,7,2
249,Male,25,133658,67,Executive,1,6
1816,Male,49,83474,4,Healthcare,2,4
881,Female,74,194039,20,Engineer,8,4
323,Male,46,191294,39,Lawyer,6,4
147,Female,82,176817,76,Healthcare,5,3
1832,Male,19,175138,25,Healthcare,0,1
1275,Female,91,87231,94,Healthcare,7,3
37,Male,15,109456,70,Healthcare,1,6
1165,Male,9,95031,64,Engineer,1,7
1670,Male,22,163372,66,Healthcare,0,1
1978,Male,67,150528,10,Engineer,9,6
1378,Female,43,92112,39,Artist,0,7
293,Female,19,177244,5,Lawyer,1,3
34,Female,45,143376,19,Doctor,3,3
1852,Female,65,177777,61,Entertainment,1,1
877,Male,10,98981,15,Healthcare,14,2
1878,Female,46,153874,55,Entertainment,6,3
1023,Female,94,195593,4,Healthcare,8,4
254,Female,16,81878,49,Healthcare,0,2
1442,Female,19,164020,96,Engineer,0,4
58,Male,44,79460,14,Healthcare,5,3
1816,Male,9,91868,88,Doctor,1,5
274,Male,44,175397,34,Doctor,0,5
844,Male,87,75590,39,Healthcare,6,3
1090,Female,30,128986,98,Healthcare,1,5
1366,Female,43,74600,41,Entertainment,4,4
1336,Female,64,184591,48,Entertainment,1,6
