CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1008,Female,97,124112,46,Healthcare,8,4
501,Male,99,188512,7,Executive,4,4
719,Female,43,102743,9,Entertainment,1,6
1625,Male,74,100381,42,Doctor,10,3
541,Male,19,182546,1,Healthcare,6,1
1037,Female,6,161897,53,Entertainment,9,4
1523,Male,20,164349,13,Entertainment,1,5
298,Female,78,98472,2,Healthcare,0,5
895,Female,54,90185,88,Entertainment,14,2
865,Male,85,81294,30,Homemaker,5,2
1131,Male,88,113450,82,Healthcare,1,5
1136,Male,69,176389,13,Healthcare,9,5
686,Male,75,103120,39,Lawyer,0,6
1775,Male,19,105747,49,Artist,0,6
1130,Male,63,135869,81,Entertainment,0,5
1996,Female,28,89511,84,Artist,1,3
291,Male,35,156725,81,Doctor,0,4
389,Female,63,153928,39,Entertainment,6,7
627,Female,52,99233,86,Engineer,0,4
1638,Male,88,88661,88,Healthcare,1,1
1899,Male,79,89258,43,Artist,0,1
41,Female,16,98412,6,Homemaker,1,2
824,Female,62,108581,90,Executive,9,4
1659,Female,30,191631,16,Healthcare,6,2
315,Male,65,94784,61,Marketing,1,7
18,Female,19,192438,30,Executive,1,7
1492,Male,0,97580,39,Entertainment,1,3
841,Male,63,155560,90,Artist,3,7
1054,Male,32,161266,54,Marketing,7,1
35,Female,33,87532,41,Artist,1,4
565,Male,86,172906,39,Healthcare,0,7
387,Female,62,178276,51,Lawyer,7,1
1130,Male,43,118937,14,Lawyer,1,6
1117,Male,59,88519,90,Healthcare,0,9
561,Female,3,80194,72,Artist,8,2
1783,Female,64,161460,37,Lawyer,1,3
1008,Male,7,178023,50,Marketing,1,7
1878,Female,13,93886,75,Healthcare,0,3
1878,Male,25,92018,34,Healthcare,0,5
1181,Male,60,125460,25,Doctor,1,1
475,Male,54,110681,60,Artist,2,4
1665,Female,24,139094,69,Artist,8,6
1720,Female,47,125753,49,,1,5
1536,Male,84,146580,21,Healthcare,9,1
60,Male,63,70882,51,Executive,10,1
295,Male,34,129417,56,Executive,1,2
1929,Male,24,58761,36,Artist,5,1
1536,Male,13,195339,59,Executive,9,1
674,Male,93,155699,68,Engineer,10,5
582,Male,19,104905,75,Executive,0,7
1938,Male,32,197276,12,Homemaker,1,1
1944,Male,19,108603,68,Artist,9,7
182,Female,69,58196,75,Healthcare,0,2
1445,Female,70,170189,30,Artist,3,4
693,Male,13,98634,85,Doctor,1,2
97,Female,98,134414,80,Entertainment,0,4
1066,Male,19,175248,73,Artist,8,5
1227,Female,19,188763,10,Artist,1,6
583,Male,2,194460,99,Healthcare,1,2
179,Male,60,108104,29,Artist,0,1
93,Female,89,189642,87,Artist,0,2
735,Male,52,107308,43,Engineer,7,4
1777,Male,59,104166,80,Engineer,0,6
974,Female,19,101427,93,Artist,8,2
1885,Female,19,111951,62,Doctor,6,6
14,Male,11,177323,36,Engineer,10,1
785,Male,75,175453,39,Artist,8,2
946,Female,23,95691,75,Lawyer,3,4
436,Female,62,92471,87,Executive,1,2
340,Male,22,178750,19,Doctor,1,5
1010,Male,64,163199,78,Healthcare,5,5
293,Female,54,144435,19,Homemaker,1,1
1584,Male,81,99195,15,Healthcare,6,5
1022,Male,69,193519,16,Artist,7,7
1765,Female,55,147033,2,Artist,9,2
1410,Female,54,83771,45,Executive,7,4
1233,Male,97,133203,32,Marketing,0,7
510,Male,30,143469,6,Healthcare,6,3
1510,Male,15,87657,25,Healthcare,0,2
1390,Male,43,156588,66,Healthcare,1,5
1917,Male,66,109991,0,Lawyer,9,1
1925,Female,27,111982,21,Lawyer,3,5
760,Male,20,94999,87,Healthcare,1,5
1475,Male,13,102731,96,Artist,16,2
1674,Female,52,152512,42,Healthcare,1,5
218,Male,30,84385,42,Healthcare,6,3
789,Female,19,111220,59,Lawyer,5,2
303,Male,38,90184,59,Engineer,14,2
1625,Female,43,131720,39,Artist,0,2
409,Male,96,89417,39,Artist,7,6
1961,Male,97,129656,39,Artist,9,1
1293,Female,23,130771,90,Executive,3,5
1058,Male,34,87350,83,Artist,1,3
402,Male,15,111730,87,Lawyer,9,6
600,Male,95,144893,78,Healthcare,8,2
1363,Female,94,181684,84,Artist,9,4
503,Male,52,155304,88,Artist,11,7
499,Male,51,80641,7,Healthcare,3,3
543,Male,45,100133,97,Healthcare,9,4
481,Male,81,173943,14,Artist,8,4
872,Male,49,134333,23,Healthcare,4,1
1871,Male,47,141186,4,Artist,1,6
1728,Male,27,151800,52,Artist,1,5
1829,Male,83,173933,36,Artist,1,5
469,Male,57,167653,93,Homemaker,1,6
546,Male,15,95811,85,Healthcare,0,5
1810,Male,25,121130,31,Lawyer,11,6
1286,Male,20,104687,39,Entertainment,1,5
598,Male,82,122268,72,Lawyer,9,2
670,Male,78,141332,90,Entertainment,10,4
1304,Male,35,159566,41,Marketing,3,2
371,Male,25,75243,40,Artist,0,5
963,Male,47,167586,4,Artist,2,4
1391,Male,92,163992,98,Healthcare,8,1
916,Male,25,132373,39,Artist,0,5
424,Male,77,120214,32,Artist,8,4
1626,Female,95,91516,2,Homemaker,0,3
1847,Male,7,160838,98,Entertainment,1,1
902,Female,64,97313,10,Artist,1,4
1790,Male,81,101460,40,Healthcare,4,7
30,Male,81,154984,57,Healthcare,1,3
718,Female,73,128463,86,Engineer,8,3
407,Female,8,91611,39,Healthcare,0,6
481,Male,58,75580,45,Artist,10,4
881,Female,37,149610,14,Doctor,1,2
345,Female,19,126790,49,Artist,4,6
45,Male,59,146526,81,Artist,9,4
1729,Male,90,75185,52,Entertainment,8,5
817,Male,90,138641,72,Engineer,8,1
1576,Male,54,96927,78,Healthcare,8,1
898,Male,69,144684,49,Healthcare,9,1
167,Male,78,159823,39,Entertainment,0,6
151,Male,82,151646,39,Artist,6,2
426,Female,23,147054,77,Marketing,1,4
1423,Female,69,86245,39,Artist,6,5
1015,Male,63,92543,77,Artist,8,4
11,Male,59,134370,93,,0,6
1517,Male,17,144190,18,Artist,3,4
349,Female,55,182670,74,Healthcare,6,4
600,Male,35,188807,46,Artist,0,2
4,Female,58,154809,65,Marketing,9,4
1989,Female,42,161176,42,Artist,1,2
831,Male,40,103561,17,Entertainment,0,6
1149,Male,46,87321,10,Artist,0,4
105,Male,56,85447,13,Healthcare,1,5
802,Male,69,144073,7,Engineer,1,1
1725,Female,19,166097,75,Healthcare,0,6
217,Female,78,182557,42,Artist,0,4
1510,Female,56,79119,66,Marketing,5,4
1789,Male,95,161748,45,Engineer,8,7
293,Female,21,153951,34,Healthcare,5,6
471,Male,40,124257,44,Lawyer,0,2
552,Male,93,97855,30,Artist,8,6
1064,Male,91,175019,42,Artist,0,2
849,Male,44,104389,81,Executive,0,6
118,Male,41,141078,64,Marketing,0,7
733,Female,58,136434,37,Marketing,1,2
1997,Male,92,166605,47,Entertainment,0,6
1322,Male,39,183818,17,Artist,5,5
770,Male,81,89452,96,Healthcare,8,4
565,Male,61,117999,37,Artist,8,2
703,Male,18,92867,46,Artist,1,2
348,Male,65,104063,55,Entertainment,0,4
1697,Male,5,88491,51,Executive,2,4
645,Male,17,89151,66,Artist,8,6
1979,Female,19,198293,22,Healthcare,5,2
1876,Female,90,91782,95,Healthcare,6,7
451,Male,62,121940,100,Executive,16,6
1371,Male,72,97511,23,Entertainment,1,6
1783,Male,45,95771,39,Artist,0,3
944,Female,20,96211,42,Engineer,0,3
1248,Male,84,163360,59,Homemaker,7,3
1639,Male,50,155197,65,Marketing,0,5
1830,Male,15,160311,43,,1,2
766,Male,9,100687,72,Engineer,8,6
1287,Female,19,103508,57,Artist,0,1
746,Male,25,184500,51,Entertainment,7,6
1599,Female,3,176861,38,Healthcare,0,7
863,Male,15,176038,85,Executive,5,3
530,Male,50,177293,28,Healthcare,9,3
283,Male,84,165687,25,Doctor,1,4
224,Female,15,171081,40,Artist,8,4
1859,Male,93,160563,43,Entertainment,7,4
1536,Female,78,188905,22,Artist,9,4
313,Male,52,153575,52,Homemaker,17,4
736,Female,59,163424,17,Artist,8,4
700,Male,64,109614,39,Artist,0,4
904,Male,93,158126,50,Entertainment,2,4
1764,Male,1,170746,19,Entertainment,1,2
121,Male,1,180964,37,Engineer,0,3
1466,Male,95,165313,59,,1,3
888,Female,40,198888,87,Executive,8,4
830,Female,79,96406,28,Marketing,8,7
231,Male,32,144659,76,Healthcare,6,3
1837,Female,41,72079,29,Healthcare,1,5
857,Female,13,99308,27,Healthcare,3,4
1451,Male,75,91882,59,Healthcare,14,3
831,Male,94,169871,37,Executive,8,1
1797,Male,54,84016,54,Healthcare,5,5
1144,Male,89,101399,34,Artist,0,1
1421,Female,9,101001,48,Executive,9,4
1487,Female,97,102232,67,Executive,10,2
1189,Female,74,154113,52,Healthcare,4,3
255,Female,65,100337,36,Artist,2,4
1021,Female,19,118748,98,Healthcare,0,6
759,Female,99,94718,65,Doctor,8,4
1807,Female,19,103922,86,Artist,0,4
277,Male,23,103161,33,Doctor,4,1
1945,Male,92,155011,39,Artist,1,2
1354,Female,46,105251,5,Artist,1,5
1371,Female,5,105057,39,Entertainment,0,5
1105,Male,83,108245,24,Engineer,7,7
1635,Male,70,91308,95,Healthcare,0,5
1577,Male,45,109346,40,Artist,0,2
386,Male,9,157018,53,Lawyer,8,4
975,Female,52,153755,1,Artist,4,4
1333,Female,19,113438,81,Entertainment,8,6
1907,Male,79,163996,14,Artist,3,4
1762,Male,96,93626,42,Entertainment,3,2
1833,Female,47,202250,94,Engineer,1,5
1625,Male,28,139957,55,Artist,0,3
764,Female,64,99645,80,Healthcare,0,1
591,Male,87,136875,49,Artist,1,2
618,Male,81,118084,85,Executive,14,5
1871,Female,28,140471,14,Artist,6,4
1307,Female,29,164026,39,Engineer,0,2
699,Male,23,197762,65,Lawyer,15,7
532,Female,48,104597,19,Engineer,2,6
658,Female,38,191432,37,Healthcare,0,5
1476,Female,96,174996,35,Entertainment,8,6
1937,Male,10,82714,39,Entertainment,0,7
1115,Female,59,90286,10,Healthcare,1,3
1212,Female,3,97748,39,Executive,1,1
1053,Male,89,94495,49,Healthcare,9,4
455,Male,79,181691,42,Marketing,10,5
887,Male,29,138630,42,Healthcare,9,6
343,Female,64,114611,51,Marketing,2,4
227,Male,71,98677,42,Artist,6,4
1219,Male,24,95124,98,Marketing,1,1
719,Female,91,109006,97,,1,2
1194,Male,30,97820,80,Artist,0,1
1762,Female,52,153234,53,Doctor,0,4
930,Male,25,111580,42,Artist,5,4
1603,Female,77,131362,90,Healthcare,0,1
926,Female,99,103915,39,Artist,1,1
1455,Male,39,181415,20,Entertainment,10,6
89,Female,19,121804,61,Lawyer,0,6
27,Male,87,106658,73,Artist,1,6
32,Male,6,166310,52,Executive,2,1
766,Male,15,157307,66,Healthcare,1,1
935,Male,70,78823,83,Healthcare,4,5
415,Male,66,155405,47,Artist,1,2
1035,Male,70,140959,37,Healthcare,6,3
207,Male,59,151229,57,Engineer,2,3
1931,Female,57,149329,96,Healthcare,6,2
162,Male,23,185126,39,Artist,4,3
1633,Male,26,120106,79,Healthcare,8,5
1448,Female,70,125001,50,Healthcare,9,1
1594,Male,24,191125,70,Artist,11,4
224,Female,19,172163,24,Artist,1,6
570,Male,11,74212,44,Healthcare,0,5
364,Male,24,185926,23,Artist,4,1
309,Male,31,92314,83,Healthcare,1,7
27,Male,71,130780,56,Healthcare,0,3
23,Female,63,98459,2,Artist,2,2
791,Female,42,104693,37,Artist,1,2
1718,Male,12,160646,97,Engineer,5,5
700,Male,63,126565,91,Executive,1,6
175,Male,42,162256,76,Lawyer,3,6
1279,Male,47,155852,34,,9,3
597,Male,8,66242,73,Homemaker,3,1
1372,Female,19,119044,49,Engineer,0,5
1270,Male,73,92693,30,Healthcare,3,1
1451,Male,14,93004,1,Lawyer,9,6
608,Female,96,77631,31,Healthcare,0,2
731,Female,91,113053,82,Marketing,0,2
