CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1366,Female,21,97386,17,Executive,0,3
408,Female,57,97795,81,Healthcare,1,4
1485,Female,60,95725,35,Artist,15,5
1064,Female,65,116251,2,Doctor,6,5
212,Male,80,134614,24,Doctor,4,4
441,Female,68,175446,56,Healthcare,8,6
1707,Male,59,103300,90,Artist,0,1
542,Female,80,114852,66,,6,4
1911,Female,19,100474,90,Healthcare,4,4
914,Male,92,87949,94,Artist,1,7
989,Female,64,111447,48,Engineer,6,7
301,Male,70,173041,24,Healthcare,4,6
247,Female,60,103654,12,Artist,7,3
1406,Male,87,102233,1,Lawyer,1,5
655,Female,54,172424,41,Entertainment,4,5
1751,Female,30,122319,29,Healthcare,0,4
1838,Male,95,155752,22,Healthcare,7,4
146,Male,13,96639,11,Engineer,0,7
476,Female,59,171080,17,Healthcare,7,1
1914,Female,90,148881,35,Healthcare,4,6
1269,Male,21,176963,33,Healthcare,1,3
1029,Male,95,86014,26,Artist,4,6
1245,Female,19,168762,35,Executive,0,2
1227,Female,24,113062,90,Artist,7,6
1089,Male,7,122041,13,Engineer,5,3
976,Male,38,124372,7,Artist,1,7
1867,Female,19,178776,96,Homemaker,8,3
1790,Male,31,86773,83,Artist,1,7
1223,Female,12,156168,48,Healthcare,5,1
1301,Female,57,178187,67,Artist,1,4
570,Female,30,74057,57,Engineer,1,5
893,Female,31,182582,48,Healthcare,0,1
1852,Female,77,104450,39,Artist,1,6
1953,Female,13,112091,93,Artist,0,6
1415,Male,71,93923,100,Homemaker,8,7
1892,Male,12,194450,14,Healthcare,8,6
1796,Male,55,145900,70,Healthcare,1,6
748,Male,90,103013,30,Executive,0,5
1271,Male,83,167457,51,Healthcare,1,7
1838,Female,52,112573,30,Healthcare,1,4
473,Female,68,145176,58,Healthcare,0,4
1020,Female,81,154096,36,Artist,0,3
1222,Female,42,97310,33,Healthcare,0,4
693,Female,19,125953,41,Artist,0,6
739,Male,45,158682,34,Healthcare,2,3
1423,Female,25,114475,34,Artist,5,3
1586,Female,46,131113,75,Artist,1,3
1241,Male,31,111503,61,Lawyer,1,7
1095,Male,65,99191,11,Artist,8,7
412,Male,89,116262,23,Entertainment,0,2
1241,Female,99,111191,45,Entertainment,0,7
989,Female,74,174378,4,Healthcare,6,4
1096,Male,88,96999,56,Executive,1,4
1288,Male,61,113098,93,Engineer,6,1
1790,Male,80,206523,62,Healthcare,4,7
263,Female,19,109734,43,Healthcare,0,1
1957,Female,19,98998,91,Executive,2,1
1428,Female,17,136475,17,Healthcare,1,4
511,Female,43,124494,73,Lawyer,1,2
501,Female,80,194821,39,Artist,1,4
1843,Female,77,194066,94,Artist,1,3
1683,Female,25,110001,1,Lawyer,1,1
1267,Female,65,98765,99,Lawyer,10,2
268,Female,9,170917,1,Healthcare,1,2
57,Male,94,173221,7,Doctor,0,1
400,Female,15,159895,91,Marketing,7,5
1261,Male,58,96353,17,Healthcare,7,4
1055,Female,60,157959,17,Executive,7,4
1522,Female,38,80787,39,Executive,0,6
1410,Male,50,71250,48,Healthcare,16,4
991,Female,19,141640,82,Entertainment,1,1
658,Male,1,107031,64,Marketing,9,4
1062,Female,65,109631,46,Marketing,1,2
29,Female,79,118992,25,Healthcare,0,6
1166,Male,27,104902,49,Artist,6,1
824,Female,68,79406,14,Entertainment,7,4
123,Male,18,89215,38,,0,4
828,Female,52,174387,56,Healthcare,1,2
408,Female,57,102161,77,Doctor,1,3
722,Female,92,149589,11,Marketing,8,6
1701,Male,22,136258,27,Healthcare,5,6
522,Female,13,111623,87,Doctor,6,4
1300,Female,19,174755,3,Doctor,1,2
208,Male,36,132362,31,Artist,0,3
393,Male,85,181072,99,Healthcare,10,7
151,Female,12,107552,21,Artist,1,4
181,Female,3,106865,51,Healthcare,8,1
1763,Female,89,88592,17,Lawyer,0,6
1261,Female,53,140790,31,Marketing,10,7
247,Female,88,113403,46,Artist,9,3
988,Female,84,153272,46,Artist,0,1
1113,Male,4,77136,73,,8,1
95,Male,86,69043,86,Doctor,9,4
1526,Male,97,155800,5,Doctor,1,6
965,Female,54,111837,39,Artist,15,6
1690,Female,91,58247,91,Healthcare,1,7
341,Female,41,156660,79,Healthcare,8,7
1807,Female,91,119862,52,Artist,10,6
1474,Male,72,55852,95,Healthcare,0,1
28,Female,85,196245,19,Engineer,1,7
869,Male,87,63883,3,Artist,9,4
714,Female,5,178122,22,Healthcare,0,4
516,Male,15,87939,81,Healthcare,1,7
605,Female,2,107634,56,Artist,0,1
1005,Female,14,185255,60,Lawyer,1,3
1170,Female,19,184266,89,Doctor,0,2
1913,Male,16,112421,71,Healthcare,7,7
1388,Female,38,159182,17,Entertainment,1,6
1742,Female,97,95324,75,Healthcare,4,3
1019,Female,19,94485,42,Artist,5,1
1683,Female,24,199682,21,Artist,13,4
1674,Female,19,114140,41,Entertainment,0,5
495,Male,84,121498,61,Artist,9,5
1793,Female,91,100977,41,Artist,0,4
512,Male,24,201078,42,Executive,0,4
955,Female,15,191653,45,Doctor,9,4
879,Female,95,174295,39,Homemaker,0,7
1630,Female,9,171132,1,Executive,1,2
980,Male,24,103913,26,Healthcare,5,6
1842,Female,98,177993,85,Artist,1,4
823,Female,29,195940,39,Doctor,1,6
287,Female,19,164363,27,Artist,1,5
1242,Female,24,108632,42,Doctor,2,6
228,Female,41,44028,45,Entertainment,0,4
293,Female,59,118998,42,Doctor,1,7
1272,Female,19,84771,78,Artist,0,1
1376,Female,91,107798,91,Executive,1,6
773,Male,30,91333,54,Doctor,1,7
748,Female,92,51431,43,Marketing,1,2
111,Female,99,166463,17,Healthcare,1,6
1600,Male,83,123035,20,Entertainment,6,6
606,Female,58,110433,85,Artist,6,4
236,Female,20,97937,63,Artist,8,5
1566,Female,59,176304,39,Lawyer,1,6
1010,Female,14,162846,39,Engineer,0,6
401,Female,52,105926,35,Healthcare,1,6
59,Male,88,81005,55,Healthcare,8,6
562,Female,43,117067,83,Artist,8,4
786,Male,45,135445,67,Artist,7,2
723,Female,19,110719,76,Homemaker,6,5
1307,Male,60,181067,67,Lawyer,8,4
58,Female,15,103539,85,Healthcare,6,3
1688,Female,47,93531,39,Artist,1,6
1240,Female,13,140160,42,Executive,1,2
958,Female,19,167320,81,Marketing,8,7
745,Male,37,134043,59,Engineer,1,1
1435,Male,91,77321,78,Artist,0,1
1990,Female,69,169559,31,,5,3
1522,Female,19,121154,100,Artist,6,2
1568,Male,93,164217,72,Artist,1,3
408,Female,29,82689,97,Artist,1,3
1824,Female,21,187265,45,Doctor,9,1
588,Female,48,132714,22,Healthcare,6,4
1921,Female,4,177791,88,Executive,1,5
1689,Female,52,168265,74,Homemaker,6,1
1745,Male,82,103597,20,Entertainment,5,5
1474,Female,18,100832,25,Artist,1,2
1342,Male,13,181759,66,Healthcare,10,6
1763,Female,64,161386,32,Artist,5,4
352,Male,5,177012,75,Healthcare,8,5
1344,Male,29,166314,44,Healthcare,4,3
219,Female,6,72214,96,Entertainment,2,3
1233,Female,25,189862,1,Healthcare,1,5
1945,Male,6,168796,28,Healthcare,6,3
1155,Male,69,119191,22,Healthcare,7,2
