CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
403,Male,43,102672,87,Artist,1,3
168,Female,99,114790,45,Artist,7,4
1972,Female,82,192582,54,Engineer,5,3
850,Female,19,104438,7,Healthcare,8,5
1763,Male,63,189013,14,Marketing,1,3
641,Male,4,131986,48,Artist,1,5
1336,Female,22,195686,63,Healthcare,8,5
392,Female,19,193919,8,Engineer,1,3
157,Female,68,168936,17,Healthcare,12,5
1018,Male,35,113533,84,Doctor,1,3
1703,Male,11,160086,35,Engineer,1,5
558,Male,25,103529,59,Executive,7,3
1157,Female,77,168330,21,Artist,8,3
902,Female,19,99536,36,Entertainment,0,5
1993,Male,74,110470,28,Lawyer,3,3
1262,Male,38,152320,31,Engineer,6,7
763,Male,88,186758,20,Artist,0,4
1392,Male,87,95721,86,Artist,4,4
986,Male,11,153956,43,Engineer,1,3
1816,Male,30,179846,49,Doctor,9,6
1713,Male,97,131815,92,Artist,7,3
1470,Male,36,77791,57,Healthcare,8,5
1553,Male,2,93793,79,Doctor,7,5
1296,Female,36,82058,75,Lawyer,1,6
1983,Female,12,176836,51,Marketing,10,4
854,Male,14,191192,55,Artist,5,3
600,Female,19,204966,43,Homemaker,8,7
1552,Male,80,193086,26,Healthcare,1,3
1405,Male,68,153137,65,Healthcare,0,1
757,Male,96,151213,23,Healthcare,1,6
588,Female,22,148970,39,Artist,5,7
935,Female,19,208930,39,Executive,1,7
1058,Female,19,179822,35,Healthcare,3,4
13,Female,64,159163,27,Lawyer,9,7
1916,Female,35,138310,49,Healthcare,8,5
549,Female,11,102022,40,Artist,5,4
1037,Male,19,202364,45,Artist,6,7
836,Female,82,145423,87,Artist,8,6
803,Female,34,149448,18,Artist,8,7
1693,Male,75,102389,86,Healthcare,1,1
316,Male,88,198752,36,Marketing,1,2
94,Female,19,112858,36,Engineer,6,7
981,Male,55,100224,8,Healthcare,4,5
923,Female,15,104536,84,Executive,6,4
1386,Female,20,200592,39,Artist,8,5
1459,Male,54,181255,2,Entertainment,1,1
1232,Male,31,195781,39,Artist,2,4
182,Male,47,157508,19,Artist,3,1
1466,Female,19,172411,29,Artist,9,7
1081,Female,19,158918,52,Artist,9,7
1889,Female,7,106329,30,Entertainment,0,3
1578,Male,36,154242,84,Marketing,7,7
1301,Female,76,185621,69,Artist,8,4
964,Male,13,147731,98,Healthcare,11,3
1365,Male,77,164889,86,Lawyer,1,4
1284,Male,7,158100,17,Healthcare,2,3
