CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1098,Female,12,70177,48,Healthcare,0,4
676,Female,59,134139,50,Healthcare,1,5
267,Female,59,178548,7,Entertainment,3,2
675,Male,19,-7717,41,Artist,0,2
1841,Female,78,58348,80,Doctor,8,6
168,Female,25,53715,17,Artist,4,4
8,Female,19,43773,17,Entertainment,0,2
858,Male,74,30765,98,Executive,0,1
1918,Female,0,104546,51,Doctor,1,3
218,Female,13,161242,47,Artist,1,3
445,Female,19,100212,52,Homemaker,0,6
981,Female,29,96591,66,Healthcare,5,6
1672,Female,20,111035,86,Healthcare,10,2
497,Male,76,116484,27,Healthcare,3,1
1964,Male,40,97170,87,Entertainment,5,4
238,Female,3,125304,71,Engineer,1,4
1355,Female,68,143831,44,Artist,4,5
691,Female,97,60084,39,Entertainment,9,2
751,Female,95,109252,61,Healthcare,0,3
1323,Female,75,83980,54,Lawyer,1,5
917,Female,68,91159,39,Artist,1,7
1533,Female,21,16258,11,Healthcare,0,1
153,Female,35,96687,2,Doctor,0,4
1664,Female,59,127766,25,Healthcare,1,2
810,Female,76,150955,10,Healthcare,3,3
143,Female,25,114696,71,Doctor,8,1
1065,Female,19,37716,17,Engineer,8,6
1484,Female,48,53754,39,Doctor,9,7
181,Female,21,93424,39,Executive,6,2
131,Female,13,135576,97,,1,3
1806,Male,55,65378,99,,10,2
1855,Female,43,85457,54,Marketing,9,4
1788,Female,54,109566,12,Marketing,1,3
51,Male,28,100344,39,Artist,9,2
946,Male,19,79918,47,Engineer,1,3
1186,Female,60,92674,39,Doctor,0,6
905,Male,33,80627,37,Entertainment,5,6
1049,Male,19,97937,100,Executive,8,3
1815,Male,8,148815,51,,9,6
181,Female,19,64935,17,Healthcare,8,2
1832,Male,14,62114,9,Healthcare,7,3
1441,Female,63,104873,2,Healthcare,8,4
487,Female,86,112197,69,,10,4
1275,Female,26,137515,66,Lawyer,14,1
1171,Male,16,72528,45,Executive,0,3
1335,Male,19,59136,100,Engineer,0,5
1777,Male,63,165769,36,Artist,7,2
749,Female,79,39513,39,Healthcare,1,7
1088,Female,79,71610,32,Entertainment,6,4
1009,Male,51,135100,28,Marketing,6,3
1856,Female,55,125675,85,Doctor,1,4
1578,Female,93,164982,51,Engineer,0,2
1816,Female,19,111426,84,Artist,0,2
832,Female,51,113063,21,Entertainment,1,3
1108,Female,40,58961,64,Doctor,1,4
1883,Male,8,106673,61,Doctor,1,3
322,Female,64,132562,13,Healthcare,6,6
146,Male,28,52056,39,Healthcare,1,6
1460,Male,19,101536,45,Engineer,0,6
404,Female,0,72780,87,Artist,5,3
183,Female,19,47004,70,Executive,7,1
345,Male,35,74190,84,Marketing,8,5
1132,Female,94,116120,62,Healthcare,8,1
145,Male,43,98690,61,Entertainment,16,2
445,Female,35,88119,5,Healthcare,4,4
564,Female,24,107306,80,Lawyer,9,6
1559,Female,71,128493,0,Lawyer,9,3
159,Female,36,165233,28,Healthcare,0,3
43,Female,32,110052,29,Healthcare,5,4
695,Male,34,80283,48,Doctor,5,6
818,Male,14,118405,39,Lawyer,8,4
1176,Female,84,105928,49,Healthcare,8,4
1593,Female,42,141019,59,Marketing,9,4
1457,Female,19,44270,55,Engineer,0,3
1224,Female,83,57250,18,Artist,1,6
799,Male,95,64883,54,Healthcare,7,3
1135,Male,19,46284,17,Engineer,1,3
626,Female,40,84242,25,Doctor,9,6
1551,Female,21,113668,40,Executive,1,3
1217,Female,19,26003,100,Artist,8,5
1615,Male,79,50774,98,Healthcare,4,3
1649,Female,16,60428,71,Artist,1,2
483,Female,1,82955,5,Executive,5,7
628,Female,9,83683,0,Artist,1,3
223,Female,19,27645,45,Doctor,1,3
1256,Female,35,98954,74,Doctor,7,4
393,Female,43,46703,93,Artist,1,2
1633,Male,76,38842,18,Doctor,1,2
1425,Female,83,162679,58,Artist,9,4
