CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1565,Male,52,163704,78,Healthcare,9,1
97,Female,50,137308,81,Entertainment,1,2
414,Male,24,126154,46,Entertainment,11,5
1704,Female,99,99174,34,Artist,7,4
335,Female,70,150545,36,Healthcare,7,6
31,Male,25,148798,51,Homemaker,0,6
467,Male,13,186833,65,Artist,5,4
1,Female,84,173900,47,Lawyer,15,5
414,Female,71,123871,44,Artist,1,1
56,Female,19,184384,94,Healthcare,4,3
567,Female,19,190165,28,Entertainment,8,5
1358,Male,50,176009,49,Artist,0,5
120,Male,19,154505,68,Executive,0,3
1589,Female,85,179708,50,Artist,4,4
918,Male,78,113409,39,Artist,1,2
1775,Female,30,111160,56,Artist,3,3
1138,Female,73,186593,63,Artist,8,2
1079,Female,70,101201,99,Healthcare,15,5
1180,Female,19,134295,37,Artist,5,6
1765,Female,16,159903,88,Entertainment,9,4
293,Female,73,62855,52,Executive,5,4
602,Male,78,84410,39,Artist,0,1
1552,Female,10,148538,50,Artist,7,4
1,Female,52,138759,93,Doctor,6,5
811,Female,14,91481,82,Entertainment,8,4
1836,Female,90,167454,9,Artist,5,4
1395,Male,44,147724,92,Lawyer,9,4
1561,Male,36,122320,42,Artist,0,2
178,Male,54,197942,39,Artist,10,1
1266,Female,68,177195,39,Artist,4,3
1916,Female,77,126247,48,Healthcare,10,3
1885,Male,18,140759,63,Healthcare,9,2
1019,Male,6,104615,76,Healthcare,1,5
1877,Female,55,75904,39,Artist,1,6
1978,Female,60,162987,38,Artist,1,2
998,Female,22,157153,65,,3,1
1424,Male,32,81349,96,Artist,7,2
677,Female,16,158057,52,Executive,1,1
1946,Female,26,152000,49,Entertainment,4,4
1510,Male,74,176779,62,Entertainment,10,1
661,Male,65,104989,3,Marketing,4,1
1221,Female,35,171521,65,Healthcare,1,2
1314,Male,67,109694,68,Healthcare,5,7
1765,Male,40,194832,27,Artist,3,7
1128,Male,17,166334,14,Healthcare,5,2
736,Female,15,131623,95,Artist,5,2
1404,Female,10,120819,49,Artist,10,6
1615,Male,47,128185,38,Healthcare,5,7
1268,Male,73,110785,2,Artist,0,3
1195,Female,8,175626,36,Engineer,9,3
1996,Female,85,205894,16,Artist,8,5
1757,Female,30,191571,66,Marketing,5,4
1635,Female,29,80226,63,Marketing,5,4
830,Female,6,177086,4,Engineer,1,5
167,Female,31,187603,66,Artist,1,1
1301,Male,66,183716,39,Artist,5,6
607,Female,20,100172,55,Engineer,1,7
1083,Female,99,173803,37,Lawyer,0,4
1594,Male,32,101820,61,Healthcare,0,2
1823,Male,54,174078,56,Executive,4,2
188,Male,93,85562,27,Healthcare,0,2
1931,Male,15,175561,42,Artist,0,4
486,Female,66,125616,6,Healthcare,9,2
655,Female,19,167095,6,Entertainment,1,4
873,Male,56,90134,24,Doctor,0,6
669,Female,18,99215,93,Artist,3,4
1420,Female,27,177810,7,,0,4
718,Male,32,167006,4,Artist,6,5
1516,Female,21,173895,42,Healthcare,6,6
38,Male,19,101632,89,Artist,1,5
488,Male,19,146732,78,Healthcare,4,2
50,Female,55,108516,77,Artist,5,6
959,Female,17,201812,86,Doctor,1,3
1340,Female,14,144521,96,Artist,9,4
1632,Male,52,182222,95,Healthcare,8,3
407,Female,54,170267,83,Engineer,1,3
1813,Male,45,157680,99,Executive,0,7
1283,Female,19,161457,81,Healthcare,3,2
1281,Female,34,152170,64,Engineer,12,4
602,Female,85,187317,48,Entertainment,4,3
1706,Female,20,196015,5,Healthcare,0,3
1619,Male,63,158225,31,Marketing,4,6
922,Male,87,114724,89,Healthcare,0,2
656,Male,64,122410,1,Healthcare,0,6
877,Female,12,118520,65,Entertainment,9,5
1265,Female,54,173760,22,Artist,1,6
215,Female,92,138127,47,Engineer,9,4
117,Male,69,102701,21,Doctor,6,7
1037,Male,82,82161,58,Healthcare,0,5
680,Male,59,121022,36,Artist,0,1
1219,Male,10,121898,65,Artist,0,2
1620,Female,34,177656,64,Healthcare,0,4
1624,Male,45,178842,10,Healthcare,0,2
1657,Male,87,172701,89,Artist,4,2
1928,Male,70,59536,71,Homemaker,0,1
1918,Male,56,72424,69,Healthcare,10,7
118,Male,55,145086,93,Lawyer,8,3
1388,Female,54,182167,42,Artist,8,4
1974,Male,23,90447,35,Healthcare,1,7
1767,Male,18,136835,86,Executive,0,4
1253,Male,19,145242,46,Executive,6,3
1796,Female,19,169388,81,Engineer,9,6
1194,Male,99,192393,69,Lawyer,2,2
357,Male,99,147631,9,Healthcare,7,2
1857,Male,20,206751,41,Doctor,7,1
370,Male,84,182073,20,Doctor,0,3
1932,Male,72,184782,39,Artist,1,5
1566,Female,54,199889,86,Doctor,8,7
1473,Male,61,29561,54,Artist,4,4
1069,Male,38,202598,49,Artist,7,7
1352,Female,38,98862,54,Engineer,1,4
1293,Female,39,168063,82,Artist,5,7
876,Male,62,102250,46,Artist,1,1
231,Male,41,177514,39,Artist,4,5
1346,Male,52,157418,54,Healthcare,1,5
752,Female,7,194811,17,Artist,6,1
1699,Female,76,93575,66,Entertainment,1,4
1566,Female,36,81091,19,Healthcare,4,3
776,Male,21,196259,23,Marketing,0,3
1270,Female,23,141951,80,Executive,7,4
1079,Male,43,174885,5,Artist,1,1
1993,Male,36,123485,23,Healthcare,0,2
25,Female,25,11431,23,Entertainment,9,4
1156,Male,45,102852,7,Artist,1,3
1376,Male,67,113426,39,Executive,5,1
294,Female,83,153365,98,Homemaker,3,7
1703,Male,32,106095,50,Healthcare,1,5
1173,Male,39,151164,25,Lawyer,0,5
705,Female,16,187542,88,Artist,0,2
659,Female,57,144913,30,Artist,1,3
1906,Female,44,159140,69,Artist,9,4
522,Female,19,156704,14,Entertainment,1,3
1698,Male,19,169445,43,Homemaker,1,4
1701,Male,16,183774,39,Healthcare,1,3
954,Male,41,188741,26,Artist,9,1
461,Female,89,162888,87,Artist,2,5
1429,Male,39,179339,39,Artist,1,5
440,Female,19,185924,87,Healthcare,9,4
901,Female,47,69677,50,Artist,1,4
1027,Male,34,67874,22,Healthcare,0,3
1740,Male,31,158698,89,Artist,1,1
703,Male,70,164503,71,Healthcare,3,2
730,Female,44,128310,81,Artist,7,4
832,Male,67,178350,78,Entertainment,0,2
1505,Male,8,164552,39,Artist,1,4
1848,Female,19,208927,88,Engineer,10,3
1618,Female,97,167488,17,Executive,1,2
358,Female,55,148240,36,Healthcare,9,2
1907,Male,73,116249,28,Executive,1,3
300,Male,25,157357,77,Artist,0,5
1974,Female,3,195394,55,Artist,9,4
1914,Female,19,156159,85,Artist,1,6
618,Male,58,157378,82,Artist,0,1
396,Female,71,166382,1,Healthcare,0,3
1843,Female,49,144964,21,Artist,4,4
395,Female,80,131465,85,Artist,6,4
1875,Female,50,170347,66,Engineer,8,4
1220,Female,46,123388,15,Doctor,8,2
28,Female,33,91630,15,Healthcare,5,5
540,Female,86,163441,71,Doctor,0,4
1935,Male,43,184977,31,Healthcare,6,2
724,Male,36,176522,92,Entertainment,1,5
827,Female,67,118741,84,Healthcare,7,4
638,Male,43,110540,73,Entertainment,1,1
1531,Female,2,124829,21,Engineer,9,6
720,Male,52,161316,26,Artist,0,6
1038,Female,72,100957,67,Lawyer,1,1
700,Male,19,187344,32,Artist,2,4
1660,Female,72,170938,22,Artist,1,2
1580,Female,41,167313,55,Healthcare,8,6
1512,Female,23,152401,92,Artist,1,4
1738,Male,91,188895,39,Artist,1,5
512,Male,90,98300,21,Artist,10,1
855,Male,43,180121,86,Artist,6,3
713,Female,63,90538,76,Doctor,1,1
615,Male,46,177608,91,Artist,10,2
1681,Male,86,164339,83,Lawyer,4,3
830,Female,43,116772,82,Doctor,7,3
370,Female,79,161028,84,Healthcare,0,8
734,Male,50,143839,92,Entertainment,4,4
1894,Male,52,202866,39,Executive,5,5
