CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1678,Male,82,75841,4,Artist,1,2
1839,Male,98,29000,63,Entertainment,7,6
614,Female,83,59889,35,Executive,4,5
1999,Male,17,14238,81,Lawyer,5,4
57,Female,61,55458,39,Engineer,4,6
987,Female,22,40261,80,Doctor,7,3
1964,Female,1,84274,28,Lawyer,0,4
1491,Male,75,147827,39,Marketing,0,2
209,Female,97,37100,39,Artist,5,7
1313,Male,0,15213,56,Lawyer,7,1
348,Female,32,87532,39,Artist,0,6
142,Female,4,99336,40,Lawyer,7,6
320,Female,96,54418,59,Artist,8,4
1386,Female,94,104502,16,Artist,0,4
534,Female,36,104815,51,Engineer,5,1
716,Female,34,68133,75,Artist,10,3
920,Female,45,149730,66,Artist,0,3
180,Male,39,18327,82,,3,7
1816,Male,26,114659,48,Lawyer,9,1
821,Female,39,165131,25,Artist,1,6
1730,Female,20,167805,27,Artist,9,6
1825,Female,69,160301,67,Artist,1,1
905,Male,37,150990,85,Healthcare,10,1
1578,Female,27,45052,39,Artist,7,1
1573,Female,58,135254,39,Artist,4,6
956,Female,91,71399,48,Healthcare,0,7
1902,Female,27,165529,60,Artist,1,3
1178,Female,7,161844,19,Artist,0,4
120,Male,39,61464,41,Lawyer,1,4
107,Female,26,165423,34,Artist,1,1
411,Female,19,55061,18,Artist,7,5
389,Male,25,66795,65,Artist,7,3
1549,Female,76,148697,77,Artist,8,4
469,Female,33,154376,24,Artist,1,6
972,Female,62,61152,76,Executive,1,4
731,Female,20,94290,86,Artist,7,4
233,Male,72,78963,87,Artist,0,3
217,Female,24,42920,11,Marketing,0,3
1199,Male,46,83715,49,,8,3
184,Male,46,62430,55,Artist,0,2
229,Female,46,94083,69,Artist,1,5
35,Female,99,69172,85,Artist,1,3
1582,Female,40,149394,96,Artist,1,6
1877,Female,48,17311,41,Artist,7,4
25,Male,76,122408,25,Executive,3,3
1177,Female,19,141770,31,Executive,7,5
983,Male,40,144833,73,Artist,0,2
296,Female,0,146085,39,Artist,9,3
1025,Female,87,70035,46,Artist,1,2
856,Male,92,120956,14,Artist,6,4
1322,Female,77,116916,94,Doctor,6,1
1746,Female,19,36186,67,Artist,5,5
1464,Female,10,35264,17,Healthcare,7,2
750,Female,11,73492,39,Artist,1,2
813,Female,96,161985,27,Engineer,9,2
1160,Male,19,-24249,26,Healthcare,7,2
191,Female,89,94462,32,Healthcare,7,2
1083,Female,76,45485,23,Entertainment,4,1
1071,Female,97,143823,39,Engineer,1,7
1660,Male,14,72556,52,Engineer,7,7
1621,Female,38,38616,70,Marketing,0,4
1977,Female,31,53010,82,Lawyer,9,4
1174,Female,19,55227,36,Marketing,0,5
1048,Female,52,115533,4,Healthcare,1,7
623,Female,19,149341,61,Marketing,7,1
1369,Male,35,149325,0,Healthcare,5,2
674,Male,46,83701,36,Lawyer,8,5
11,Female,63,78847,100,Executive,7,4
866,Female,74,53498,21,Healthcare,5,7
1424,Female,0,161770,14,Healthcare,1,6
495,Female,85,127742,31,Artist,6,4
1609,Female,19,43184,50,Entertainment,8,7
742,Male,93,107589,49,Lawyer,6,3
1171,Female,15,122443,7,Healthcare,1,6
1466,Female,0,81660,67,Artist,0,5
1346,Male,19,36741,3,Artist,4,1
900,Male,77,110002,61,Artist,7,7
1999,Male,84,144962,42,Artist,0,4
1398,Female,15,107102,65,Artist,3,6
729,Female,52,80699,58,Artist,1,5
854,Female,19,72648,48,Artist,3,7
1653,Female,22,144852,81,Engineer,8,1
1019,Female,2,64005,64,Engineer,0,5
172,Female,19,52866,64,Artist,0,5
1762,Female,16,59464,46,Artist,8,4
1867,Female,45,79205,60,Executive,0,5
1529,Female,68,87506,44,Artist,9,4
1072,Male,18,163961,11,Doctor,2,1
402,Female,6,161400,22,Artist,1,6
346,Female,53,112243,17,Healthcare,2,2
1740,Male,65,48457,38,Artist,8,5
754,Male,4,111470,12,Artist,4,3
1795,Male,12,73945,58,Doctor,0,2
198,Female,19,28802,53,Healthcare,0,1
1710,Female,62,62336,61,Doctor,0,4
146,Male,15,172483,70,Healthcare,2,1
829,Male,79,56224,42,Artist,8,3
632,Female,97,44307,39,Marketing,1,7
552,Female,35,78640,73,Healthcare,9,2
1445,Male,34,115067,35,Healthcare,7,1
913,Female,81,149216,39,Artist,1,6
1918,Female,81,340,66,Engineer,6,4
1257,Female,2,54747,39,Marketing,1,3
1293,Female,60,59612,96,Entertainment,0,5
378,Female,77,69343,52,Artist,1,6
1395,Female,42,99791,92,Artist,9,7
1411,Female,6,165753,2,Artist,1,2
1880,Female,72,142031,42,Artist,1,6
1259,Female,14,146230,42,Doctor,1,4
1294,Female,0,61298,98,Artist,1,1
1937,Female,19,145676,23,Healthcare,0,4
1711,Female,64,165245,96,Artist,1,3
